"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","20/54","130/6747",0.153846153846154,19.2222222222222,18.8430883006153,2.06376308410318e-21,7.24380842520218e-19,7.24380842520218e-19,"91543/4940/5610/6772/7098/7706/3665/23586/4939/6773/103/6352/5371/64135/4938/10379/4599/8743/4600/834",20
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","18/54","142/6747",0.126760563380282,15.8380281690141,16.050685614339,1.12010710252596e-17,1.96578796493306e-15,1.96578796493306e-15,"6672/6891/684/4940/5610/6772/7098/3665/23586/6890/4939/6773/6352/5371/64135/4938/10379/3134",18
"Human Diseases","Infectious disease: viral","hsa05162","Measles","13/54","104/6747",0.125,15.6180555555556,13.4937850371095,8.46910950118828e-13,8.78694552664522e-11,8.78694552664522e-11,"4940/5610/6772/3665/23586/4939/6773/103/64135/4938/10379/4599/4600",13
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","14/54","132/6747",0.106060606060606,13.2516835016835,12.7681344236282,1.0013613135778e-12,8.78694552664522e-11,8.78694552664522e-11,"91543/4940/5610/6772/7098/3665/23586/4939/6773/3434/4938/10379/4599/4600",14
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease","15/54","189/6747",0.0793650793650794,9.91622574955908,11.1669838381263,9.79020192620226e-12,6.87272175219399e-10,6.87272175219399e-10,"4940/5610/6772/7098/23586/9636/4939/6773/103/64135/4938/10379/4599/4600/834",15
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","13/54","162/6747",0.0802469135802469,10.0264060356653,10.4448959742875,2.57237242851525e-10,1.50483787068142e-08,1.50483787068142e-08,"6891/4940/5610/6772/3665/23586/9636/6890/4939/6773/4938/10379/3134",13
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","12/54","140/6747",0.0857142857142857,10.7095238095238,10.4272414804573,6.45884977396803e-10,3.23865181523254e-08,3.23865181523254e-08,"4940/6772/3428/3665/4939/6773/6352/2633/4938/10379/115361/834",12
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","7/54","56/6747",0.125,15.6180555555556,9.86615064754809,2.4166687100239e-07,1.06031339652299e-05,1.06031339652299e-05,"7706/3665/23586/9636/57169/103/64135",7
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","7/54","60/6747",0.116666666666667,14.5768518518519,9.48786897380809,3.92694790756536e-07,1.53150968395049e-05,1.53150968395049e-05,"3428/3665/23586/103/6352/25939/834",7
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","6/54","79/6747",0.0759493670886076,9.48945147679325,6.81718400384302,3.51259454811651e-05,0.00123292068638889,0.00123292068638889,"6772/7098/3665/6773/6352/10379",6
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","7/54","128/6747",0.0546875,6.83289930555556,5.98415603783874,6.33292521552836e-05,0.00202077886422769,0.00202077886422769,"5610/6772/7098/6773/10379/8743/834",7
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","10/54","285/6747",0.0350877192982456,4.38401559454191,5.24301312295102,7.08999789973043e-05,0.00207382438567115,0.00207382438567115,"5610/6772/7098/8638/9636/6773/10379/4599/3134/4600",10
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","7/54","159/6747",0.0440251572327044,5.50069881201957,5.15835650142623,0.000246931032565202,0.00666713787926045,0.00666713787926045,"5610/6772/7098/3665/6773/10379/3134",7
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","6/54","143/6747",0.041958041958042,5.24242424242424,4.60562122687207,0.000912400137728249,0.0228751748816154,0.0228751748816154,"6772/7098/3665/23586/6773/64135",6
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","4/54","59/6747",0.0677966101694915,8.47080979284369,5.17672612047141,0.00120424339246256,0.0281792953836238,0.0281792953836238,"684/25939/4599/4600",4
