"GeneID","SYMBOL","ENSEMBL","Control_1","Control_2","Control_3","ZIKV_1","ZIKV_2","ZIKV_3"
"1","A1BG","ENSG00000121410",117.652830982767,146.054977216438,113.172299676058,127.722565206333,127.988724278282,106.038027273153
"100","ADA","ENSG00000196839",519.703872110929,451.025118322459,505.159992190405,460.865589452851,441.767532186327,455.737904450572
"1000","CDH2","ENSG00000170558",706.763409141084,626.474807934658,747.966016949948,669.479112623195,750.38550443799,706.168139074401
"10000","AKT3","ENSG00000117020",1980.63039208399,1782.97302375538,1980.51524433102,1797.69510527913,1826.93582235934,1887.25127263813
"100008587","RNA5-8SN5","ENSG00000274917",1892.60237465804,1723.26501420149,1655.40209253434,898.315375284541,1365.55711467876,1245.38278839958
"100008588","RNA18SN5",NA,14432.3627416343,13354.3852752992,20324.7161827321,42949.9056147596,16807.809565706,43709.1004548176
"100008589","RNA28SN5",NA,9446.92983164507,12290.6641204776,14175.3449539703,28477.874622172,11549.9501989836,35150.4779769302
"100009667","POU5F1P5",NA,48.2461249353794,60.6265943162572,33.9516899028174,53.2177355026387,71.2195320580761,64.299654835848
"100009676","ZBTB11-AS1","ENSG00000256628",191.291653252557,195.658554384285,176.960323129836,217.128360850766,193.015253548699,196.283156867325
"10001","MED6","ENSG00000133997",695.759906962839,665.055367954094,750.023695125876,743.983942326889,721.484824762249,716.320716153745
"10002","NR2E3","ENSG00000278570",270.009014989228,286.59844585867,254.123254727149,257.573839832771,296.231966676346,307.961504740114
"10003","NAALAD2","ENSG00000077616",214.145080853526,205.762986770328,235.604151143794,233.093681501557,248.752278637628,227.868952225286
"100033413","SNORD116-1","ENSG00000207063",21.1605811120085,22.0460342968208,19.5479426713191,15.9653206507916,30.965013938294,25.9454747583246
"100033414","SNORD116-2","ENSG00000207001",20.3141578675282,24.8017885839234,23.6632990231758,21.2870942010555,17.5468412316999,18.0490259188345
"100033415","SNORD116-3","ENSG00000207014",13.5427719116854,11.9416019107779,12.34606905557,12.7722565206333,11.3538384440411,13.5367694391259
"100033416","SNORD116-4","ENSG00000275529",47.399701690899,60.6265943162572,44.2400807824591,44.7028978222165,41.2866852510586,36.098051837669
"100033418","SNORD116-6","ENSG00000207442",33.0105065347332,27.557542871026,37.0382071667099,41.5098336920582,37.1580167259528,36.098051837669
"100033419","SNORD116-7","ENSG00000207133",53.3246644022614,48.6849924054793,42.1824026065308,38.3167695618999,30.965013938294,31.5857953579604
"100033420","SNORD116-8","ENSG00000207093",8.4642324448034,11.9416019107779,12.34606905557,7.45048297036942,6.19300278765879,12.4087053191987
"100033425","SNORD116-13","ENSG00000207137",37.2426227571349,35.8248057323338,49.3842762222799,48.9603166624276,59.865693614035,46.2506289170135
"100033426","SNORD116-14","ENSG00000206621",48.2461249353794,71.6496114646676,54.5284716621007,56.410799632797,51.6083565638233,53.0190136365764
"100033429","SNORD116-17","ENSG00000206656",15.2356184006461,9.18584762367534,16.4614254074266,9.57919239047496,14.4503398378705,11.2806411992716
"100033430","SNORD116-18","ENSG00000206688",138.813412094776,146.054977216438,123.4606905557,131.979984046544,166.178908135511,139.879950870968
"100033431","SNORD116-20","ENSG00000278715",132.042026138933,144.217807691703,162.556575898338,154.331432957652,154.82506969147,144.392207350676
"100033432","SNORD116-21","ENSG00000277785",134.581295872374,109.311586721736,130.662564171449,130.915629336491,123.860055753176,115.06254023257
"100033433","SNORD116-22","ENSG00000275127",15.2356184006461,22.0460342968208,11.3172299676058,19.1583847809499,11.3538384440411,14.664833559053
"100033434","SNORD116-23","ENSG00000207375",10.1570789337641,15.6159409602481,12.34606905557,10.6435471005277,11.3538384440411,12.4087053191987
"100033435","SNORD116-24","ENSG00000207279",26.2391205788905,21.1274495344533,16.4614254074266,27.6732224613721,21.6755097568058,12.4087053191987
"100033438","SNORD116-26","ENSG00000251815",57.5567806246631,45.9292381183767,53.4996325741366,41.5098336920582,53.6726908263762,50.7628853967221
"100033439","SNORD116-27","ENSG00000251896",55.8639341357024,55.115085742052,53.4996325741366,62.7969278931136,51.6083565638233,55.2751418764307
"100033820","SNORD116-28","ENSG00000278123",29.6248135568119,19.2902800097182,11.3172299676058,17.0296753608444,29.9328468070175,23.6893465184703
"100034743","PDZK1P1","ENSG00000290705",80.4102082256323,83.5912133754455,98.7685524445598,120.272082235963,133.149559934664,124.087053191987
"100037417","DDTL","ENSG00000099974",858.273169903064,833.156379467353,851.878764834328,881.285699923697,771.02884706352,786.260691589229
"10004","NAALADL1","ENSG00000168060",32.1640832902529,31.2318819204961,39.0958853426383,27.6732224613721,34.0615153321234,23.6893465184703
"100049076","GUSBP17",NA,441.832933618737,490.524263104263,422.852865153272,415.098336920582,472.732546124621,435.432750291883
"100049716","NINJ2-AS1","ENSG00000177406",111.727868271405,120.334603870147,112.143460588094,121.336436946016,125.924390015729,138.75188675104
"10005","ACOT8","ENSG00000101473",192.984499741517,216.786003918738,216.056208472475,206.484813750238,159.985905347852,232.381208704994
"10006","ABI1","ENSG00000136754",1543.02957468766,1365.01695687815,1607.04665540003,1660.39334768233,1659.72474709256,1722.55391112877
"10007","GNPDA1","ENSG00000113552",1049.56482315562,1115.16190151419,1159.50165213561,1197.39904880937,1140.54468006049,1210.41280068184
"10008","KCNE3","ENSG00000175538",20.3141578675282,27.557542871026,29.8363335509608,28.7375771714249,30.965013938294,30.4577312380333
"10009","ZBTB33","ENSG00000177485",1196.8424676952,1111.48756246472,1329.2601016497,1265.51775025275,1357.29977762855,1398.79950870968
"100093630","SNHG8","ENSG00000269893",516.318179133007,532.779162173169,567.919176556219,504.504132565015,454.153537761645,492.964020408168
"100093631","GTF2IP4","ENSG00000293241",6042.61554234514,5882.61681820168,5776.93147891878,6002.96056469764,6512.9745983545,6631.88896105176
"1001","CDH3","ENSG00000062038",20.3141578675282,6.43009333657274,12.34606905557,10.6435471005277,9.28950418148819,19.1770900387617
"10010","TANK","ENSG00000136560",916.676373772208,881.841371872832,882.743937473253,864.256024562852,860.827387484572,959.982566058011
"100101148","FKBP6P1","ENSG00000296074",88.0280174259553,95.5328152862235,89.5090006528823,88.3414409343802,86.7020390272231,85.732873114464
"100101267","POM121C","ENSG00000272391",2121.13665066773,2312.07784687908,2156.44672837289,2217.05086103993,2087.04193944101,2065.48540358663
"100101440","PMS2P7","ENSG00000310533",136.274142361335,114.823095295942,116.258816939951,128.786919916386,144.503398378705,111.678347872789
"100101467","ZSCAN30","ENSG00000186814",117.652830982767,120.334603870147,94.6531960927032,92.5988597745913,110.441883046582,109.422219632934
"10011","SRA1","ENSG00000213523",573.02853651319,599.835849825999,571.005693820111,608.810894150187,543.952078182697,551.62335464438
"100113379","SNORD121A","ENSG00000238886",15.2356184006461,18.3716952473507,16.4614254074266,18.0940300708972,12.3860055753176,14.664833559053
"100113380","SNORD125","ENSG00000239127",11.0035021782444,22.0460342968208,15.4325863194625,15.9653206507916,13.4181727065941,5.64032059963579
"100113381","SNORD19B","ENSG00000238862",27.9319670678512,28.4761276333935,26.7498162870683,22.3514489111082,25.8041782819116,21.433218278616
"100113386","UCKL1-AS1","ENSG00000280213",160.820416451265,186.472706760609,125.518368731628,143.687885857124,163.082406741682,154.544784430021
"100113389","SNORD127","ENSG00000239043",14.3891951561658,16.5345257226156,19.5479426713191,24.4801583312138,13.4181727065941,22.5612823985432
