"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL","ENSEMBL","sig","dir","nlp","Contrast"
"23338",2115.12955338445,-1.07147411649514,0.0738175909965635,-14.5151596256375,9.7131318362154e-48,5.23019772274079e-45,"JADE2","ENSG00000043143",TRUE,"Down",44.2814818927251,"Interaction_KO:ZIKV"
"9751",1016.44007880736,1.4591492483446,0.101249310228737,14.4114487797317,4.38416358207376e-47,2.28457350015547e-44,"SNPH","ENSG00000101298",TRUE,"Up",43.6411948650986,"Interaction_KO:ZIKV"
"5606",1677.07122087555,1.13024637865906,0.0786667042203337,14.3675318530367,8.27272763693252e-47,4.176176320219e-44,"MAP2K3","ENSG00000034152",TRUE,"Up",43.379221173492,"Interaction_KO:ZIKV"
"8519",902.853973484242,-2.01067550546022,0.140761669707297,-14.2842544397297,2.74329644087108e-46,1.34288517290398e-43,"IFITM1","ENSG00000185885",TRUE,"Down",42.8719611212897,"Interaction_KO:ZIKV"
"7538",2564.55758194246,1.2384216007983,0.0868266285678005,14.2631543021534,3.71285636086597e-46,1.76404357804202e-43,"ZFP36","ENSG00000128016",TRUE,"Up",42.75349069048,"Interaction_KO:ZIKV"
"5371",1304.7130553949,-1.33454583901906,0.0939213947651641,-14.2091782426771,8.03629857065094e-46,3.7090962031513e-43,"PML","ENSG00000140464",TRUE,"Down",42.4307319021915,"Interaction_KO:ZIKV"
"81622",2414.46975693141,-1.03596408160872,0.0729347518819323,-14.2039844501803,8.65482258959939e-46,3.88361122534413e-43,"UNC93B1","ENSG00000110057",TRUE,"Down",42.4107642522807,"Interaction_KO:ZIKV"
"4615",1543.95410946,-1.2324005036692,0.0875995593072589,-14.0685696756362,5.92557731196976e-45,2.58707502425837e-42,"MYD88","ENSG00000172936",TRUE,"Down",41.5871909767149,"Interaction_KO:ZIKV"
"3665",1707.74098132053,-1.85467175634764,0.133192427052375,-13.9247538121543,4.48082777717297e-44,1.90482347138032e-41,"IRF7","ENSG00000185507",TRUE,"Down",40.7201452661604,"Interaction_KO:ZIKV"
"6772",9611.24625492673,-0.992433745207117,0.0712899628802133,-13.9210865753245,4.71678391030234e-44,1.95371608428267e-41,"STAT1","ENSG00000115415",FALSE,"NS",40.709138548083,"Interaction_KO:ZIKV"
"9026",3014.61953506498,1.15441219084653,0.0830117595071204,13.9066103128137,5.7752275334051e-44,2.33232563936565e-41,"HIP1R","ENSG00000130787",TRUE,"Up",40.6322108134729,"Interaction_KO:ZIKV"
"26353",1335.99922259133,1.19680038738284,0.088233386259688,13.5640310104434,6.54387225835486e-42,2.57828566979181e-39,"HSPB8","ENSG00000152137",TRUE,"Up",38.5886689652057,"Interaction_KO:ZIKV"
"9111",1012.5909608081,-1.3023758518195,0.0962174033368933,-13.5357617920679,9.61801818309462e-42,3.69927299356454e-39,"NMI","ENSG00000123609",TRUE,"Down",38.4318836180699,"Interaction_KO:ZIKV"
"10410",718.205173334471,-1.84089118415817,0.136850399596512,-13.4518509963129,3.00260774179932e-41,1.12800291769828e-38,"IFITM3","ENSG00000142089",TRUE,"Down",37.9476897770028,"Interaction_KO:ZIKV"
"25987",9239.76724523088,-0.808766552557378,0.0613751469510184,-13.177427553906,1.18358176175423e-39,4.34535904076768e-37,"TSKU","ENSG00000182704",FALSE,"NS",36.3619743336038,"Interaction_KO:ZIKV"
"6446",662.622663130998,1.42919499316777,0.109501018882842,13.0518876239581,6.19921566202753e-39,2.22538066231984e-36,"SGK1","ENSG00000118515",TRUE,"Up",35.6525956901191,"Interaction_KO:ZIKV"
"11054",3759.35420773807,-0.8836116577709,0.0677697317193999,-13.0384411351883,7.395364801329e-39,2.59705919566671e-36,"OGFR","ENSG00000060491",FALSE,"NS",35.5855181512338,"Interaction_KO:ZIKV"
"968",825.604053096879,-1.42827948261657,0.109721517231755,-13.017314366878,9.7541561881812e-39,3.35252423540168e-36,"CD68","ENSG00000129226",TRUE,"Down",35.4746280739497,"Interaction_KO:ZIKV"
"26010",2246.53371525377,-0.872938195288625,0.0680177780686719,-12.8339710598499,1.05799236618024e-37,3.5605851423491e-35,"SPATS2L","ENSG00000196141",FALSE,"NS",34.4484786247207,"Interaction_KO:ZIKV"
"3162",8319.51651391355,-0.912005704839177,0.0717175540681548,-12.716631467555,4.78027198242402e-37,1.57592884906281e-34,"HMOX1","ENSG00000100292",FALSE,"NS",33.8024633941796,"Interaction_KO:ZIKV"
"64283",1457.74541984825,1.08941991468961,0.0864726511828519,12.5984331437457,2.15380620584829e-36,6.95851708985466e-34,"ARHGEF28","ENSG00000214944",TRUE,"Up",33.1574833018134,"Interaction_KO:ZIKV"
"388",5995.70977719486,0.820037781738593,0.0652772460943006,12.5623832315774,3.39936843120913e-36,1.07673328701475e-33,"RHOB","ENSG00000143878",FALSE,"NS",32.9678918606042,"Interaction_KO:ZIKV"
"1850",475.430696000917,1.68197206728699,0.134002956763136,12.5517533934721,3.88804076972803e-36,1.20783481911897e-33,"DUSP8","ENSG00000184545",TRUE,"Up",32.9179924548293,"Interaction_KO:ZIKV"
"25939",2370.00039365098,-1.07323134265364,0.0877685288718385,-12.2279746105896,2.20364833826994e-34,6.71655382196465e-32,"SAMHD1","ENSG00000101347",TRUE,"Down",31.1728535007552,"Interaction_KO:ZIKV"
"4940",8066.07190808055,-0.909662045955288,0.0744716128414678,-12.2148831111224,2.58873271952479e-34,7.74414599096361e-32,"OAS3","ENSG00000111331",FALSE,"NS",31.1110264683969,"Interaction_KO:ZIKV"
"10616",6406.37844709066,-0.669087693519495,0.0550622457514186,-12.1514784656646,5.63374907993157e-34,1.65468332067663e-31,"RBCK1","ENSG00000125826",FALSE,"NS",30.7812851107961,"Interaction_KO:ZIKV"
"9645",1598.25143411723,1.06194345063484,0.0876832489363382,12.1111325540167,9.22120524188129e-34,2.65998838352411e-31,"MICAL2","ENSG00000133816",TRUE,"Up",30.5751202599789,"Interaction_KO:ZIKV"
"23092",1399.64125360359,1.17876027756171,0.0974948332250164,12.0904897066817,1.18577814020903e-33,3.36053685560292e-31,"ARHGAP26","ENSG00000145819",TRUE,"Up",30.4735913372526,"Interaction_KO:ZIKV"
"567",8225.76154655928,-0.797275147667476,0.0661002649988118,-12.0616028949628,1.68471773701158e-33,4.61270005486188e-31,"B2M","ENSG00000166710",FALSE,"NS",30.3360447848787,"Interaction_KO:ZIKV"
"3959",7280.5405236816,-0.891428208163468,0.0739056350068557,-12.0617082591981,1.68256354195833e-33,4.61270005486188e-31,"LGALS3BP","ENSG00000108679",FALSE,"NS",30.3360447848787,"Interaction_KO:ZIKV"
"3312",47811.425386201,-0.601119735334485,0.0499482955191251,-12.0348398095851,2.33086010068337e-33,6.27545234440653e-31,"HSPA8","ENSG00000109971",FALSE,"NS",30.2023549640941,"Interaction_KO:ZIKV"
"10938",2788.42436187964,0.815060866693603,0.0682829407929411,11.9365226106059,7.63488943650084e-33,2.02186891733171e-30,"EHD1","ENSG00000110047",FALSE,"NS",29.6942470041975,"Interaction_KO:ZIKV"
"7975",4156.88319744482,0.824222808778441,0.0696031281301935,11.8417495150034,2.37447424061475e-32,6.18665433595011e-30,"MAFK","ENSG00000198517",FALSE,"NS",29.208544148435,"Interaction_KO:ZIKV"
"9891",1090.42271447109,1.06567066277345,0.0903442008141828,11.7956731386145,4.10901816325672e-32,1.05360443506744e-29,"NUAK1","ENSG00000074590",TRUE,"Up",28.977322409913,"Interaction_KO:ZIKV"
"25865",2298.44849051884,-0.971291513056776,0.0823933186562044,-11.7884742221587,4.47576045166217e-32,1.12970991150235e-29,"PRKD2","ENSG00000105287",FALSE,"NS",28.947033060948,"Interaction_KO:ZIKV"
"10581",1218.13425466116,-1.28528969514944,0.109318533820918,-11.7572899143979,6.478035899803e-32,1.60994141423719e-29,"IFITM2","ENSG00000185201",TRUE,"Down",28.7931899276554,"Interaction_KO:ZIKV"
"7706",4281.03897678198,-0.799363237670745,0.0682826097678722,-11.7066884289894,1.17790915555061e-31,2.88302189375222e-29,"TRIM25","ENSG00000121060",FALSE,"NS",28.5401520595543,"Interaction_KO:ZIKV"
"84166",890.245825374649,-1.57921550063986,0.13508001531834,-11.6909632925209,1.4176942730178e-31,3.41812437109395e-29,"NLRC5","ENSG00000140853",TRUE,"Down",28.4662121391878,"Interaction_KO:ZIKV"
"1141",2659.69106741861,-0.780193706402438,0.0668127934598591,-11.6773100779146,1.66480804474956e-31,3.95489840513005e-29,"CHRNB2","ENSG00000160716",FALSE,"NS",28.4028646683378,"Interaction_KO:ZIKV"
"23070",1534.1610030876,-1.0028320537723,0.0862786721477508,-11.6231744046196,3.14239173352711e-31,7.35684000918796e-29,"CMTR1","ENSG00000137200",TRUE,"Down",28.1333086885521,"Interaction_KO:ZIKV"
"5295",728.177745597556,1.25925412507655,0.108426861859488,11.6138575209198,3.50441291386095e-31,8.04605200552263e-29,"PIK3R1","ENSG00000145675",TRUE,"Up",28.0944171647006,"Interaction_KO:ZIKV"
"65117",2917.4845195484,0.792034843414718,0.068201957154257,11.613080862523,3.53639774911543e-31,8.04605200552263e-29,"RSRC2","ENSG00000111011",FALSE,"NS",28.0944171647006,"Interaction_KO:ZIKV"
"6525",1394.25821651663,0.897952824704699,0.0786138514276141,11.4223232725281,3.23469393472285e-30,7.25739525298791e-28,"SMTN","ENSG00000183963",FALSE,"NS",27.1392192236847,"Interaction_KO:ZIKV"
"3433",12645.4368789775,-1.42342400154923,0.125682605906498,-11.3255449414232,9.80670927091431e-30,2.17010385701849e-27,"IFIT2","ENSG00000119922",TRUE,"Down",26.6635194811511,"Interaction_KO:ZIKV"
"7091",588.823255438359,-1.33014334194916,0.117553358808191,-11.3152304233137,1.10312104090269e-29,2.40808341820839e-27,"TLE4","ENSG00000106829",TRUE,"Down",26.6183284727962,"Interaction_KO:ZIKV"
"122786",1301.62478596466,1.15946876079145,0.102682185747942,11.2918200206378,1.44023083419373e-29,3.1020651860754e-27,"FRMD6","ENSG00000139926",TRUE,"Up",26.5083490802634,"Interaction_KO:ZIKV"
"7286",2513.18818807419,1.01015614804887,0.0895269635343589,11.283261580308,1.58748960931444e-29,3.37425094064019e-27,"TUFT1","ENSG00000143367",TRUE,"Up",26.4718226223744,"Interaction_KO:ZIKV"
"84858",2937.42481650846,0.84123302326512,0.0750233588989431,11.2129480152744,3.52261741370134e-29,7.3901768442768e-27,"ZNF503","ENSG00000165655",FALSE,"NS",26.1313451689699,"Interaction_KO:ZIKV"
"1050",442.648509760804,1.51034675384025,0.13543418762427,11.1518869816708,7.01037149797872e-29,1.45186591254293e-26,"CEBPA","ENSG00000245848",TRUE,"Up",25.8380734911646,"Interaction_KO:ZIKV"
"25897",1642.52585857424,1.10810247824631,0.0997228970316081,11.1118159543147,1.09901477567483e-28,2.24727654256343e-26,"RNF19A","ENSG00000034677",TRUE,"Up",25.6483434814218,"Interaction_KO:ZIKV"
"23786",1455.33589580049,-0.963224530489542,0.0873286332855146,-11.0298821159877,2.74224259701777e-28,5.53727336402813e-26,"BCL2L13","ENSG00000099968",FALSE,"NS",25.2567040357154,"Interaction_KO:ZIKV"
"64651",1308.05085616427,1.10938895612203,0.100743180467117,11.012050155436,3.34308449158756e-28,6.66718356507475e-26,"CSRNP1","ENSG00000144655",TRUE,"Up",25.1760575874421,"Interaction_KO:ZIKV"
"3303",28558.6193857409,-0.593196463970029,0.054016279470597,-10.9818089987654,4.67467672695204e-28,9.20911315209553e-26,"HSPA1A","ENSG00000204389",FALSE,"NS",25.0357821908342,"Interaction_KO:ZIKV"
"3437",7556.17931929586,-1.29238305284506,0.118560803725474,-10.9005928792247,1.1450870514284e-27,2.22864291912944e-25,"IFIT3","ENSG00000119917",TRUE,"Down",24.6519595101086,"Interaction_KO:ZIKV"
"3304",25359.8139369266,-0.568359213184416,0.0522273043017968,-10.8824152573554,1.39808613631397e-27,2.68865279119237e-25,"HSPA1B","ENSG00000204388",FALSE,"NS",24.570465278329,"Interaction_KO:ZIKV"
"114991",798.01396978683,-1.08095774530676,0.0996363667671319,-10.8490281247725,2.01557048890749e-27,3.83053243268372e-25,"ZNF618","ENSG00000157657",TRUE,"Down",24.4167408561866,"Interaction_KO:ZIKV"
"81788",2656.30547229276,0.725563440121014,0.067223867747325,10.7932415142818,3.70486768526127e-27,6.95912006833844e-25,"NUAK2","ENSG00000163545",FALSE,"NS",24.1574456703929,"Interaction_KO:ZIKV"
"5696",1005.53005057093,-1.22460113370174,0.113535248394588,-10.7860875896944,4.00477779411169e-27,7.43599775702071e-25,"PSMB8","ENSG00000204264",TRUE,"Down",24.1286607498998,"Interaction_KO:ZIKV"
"2537",7311.29275036916,-1.23646281732402,0.11480137839759,-10.7704527121773,4.74661466261985e-27,8.71327423408648e-25,"IFI6","ENSG00000126709",TRUE,"Down",24.0598186171405,"Interaction_KO:ZIKV"
"2353",815.210930176911,1.99839199592481,0.186864065574696,10.6943621812936,1.08161239939474e-26,1.96318726964299e-24,"FOS","ENSG00000170345",TRUE,"Up",23.7070382708058,"Interaction_KO:ZIKV"
"81894",920.293273270664,-1.06751510450811,0.100191171835603,-10.6547821025561,1.65632085050092e-26,2.97291189099909e-24,"SLC25A28","ENSG00000155287",TRUE,"Down",23.5268179619084,"Interaction_KO:ZIKV"
"4061",5918.94716422419,-0.908027483821067,0.0854431963589629,-10.6272649258845,2.22543384810887e-26,3.95051191014844e-24,"LY6E","ENSG00000160932",FALSE,"NS",23.4033466245386,"Interaction_KO:ZIKV"
"10765",2279.97252725889,0.882506214856287,0.0831520291646593,10.6131651112053,2.58829672959454e-26,4.54471145324675e-24,"KDM5B","ENSG00000117139",FALSE,"NS",23.3424936852123,"Interaction_KO:ZIKV"
"3431",793.518649599546,-1.3662482725185,0.128912739191891,-10.5982409580545,3.03637499592011e-26,5.27415071871972e-24,"SP110","ENSG00000135899",TRUE,"Down",23.2778474635883,"Interaction_KO:ZIKV"
