"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","24/577","89/6555",0.269662921348315,3.06350164547349,6.08898834071671,3.93599021787929e-07,6.90766283237816e-06,6.90766283237816e-06,"4791/4792/4616/10673/4050/1647/4049/1540/3383/5971/148022/2921/2920/330/5336/7185/7124/2919/3576/7706/23586/7128/8740/4615",24
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","36/577","172/6555",0.209302325581395,2.37777598645762,5.68844524483741,5.78659946781746e-07,9.67188768192348e-06,9.67188768192347e-06,"4791/3107/5366/128312/8365/1959/8348/8341/4792/110117499/5610/3133/3106/6672/121504/6776/3665/3725/5966/11317/8503/9734/1960/836/3105/7185/8340/85477/3134/8344/440689/8294/8367/9586/10379/8349",36
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","17/577","51/6555",0.333333333333333,3.78682842287695,6.20680673570648,7.78239834095377e-07,1.24164628076126e-05,1.24164628076126e-05,"4791/3592/834/3569/4792/23786/840/2921/2920/3684/836/7124/1195/3310/2919/3576/4615",17
"Human Diseases","Substance dependence","hsa05034","Alcoholism","31/577","140/6555",0.221428571428571,2.51553602376826,5.63112439253968,1.00017072425688e-06,1.52634749658332e-05,1.52634749658332e-05,"723790/440686/8358/128312/8365/126961/8348/8341/2354/8353/59345/121504/814/85235/333932/9734/8336/8356/8340/8344/8337/653604/94235/440689/8969/8294/8330/8367/9586/317772/8349",31
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","29/577","127/6555",0.228346456692913,2.59412655740389,5.63572629743315,1.14746271941887e-06,1.67102703469778e-05,1.67102703469778e-05,"723790/7098/834/5610/8743/3552/1540/355/6776/10616/85235/148022/330/8336/7124/8337/197259/5837/6772/3717/7128/6773/3456/81030/8969/8330/8605/317772/10379",29
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","16/577","47/6555",0.340425531914894,3.86739924038497,6.12881472042911,1.19504172896058e-06,1.67102703469778e-05,1.67102703469778e-05,"5721/3107/6891/55080/6892/3133/3106/6890/1520/567/3105/3824/3134/7124/3310/3112",16
"Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","8/577","12/6555",0.666666666666667,7.5736568457539,7.08063752178344,1.23779780347983e-06,1.67102703469778e-05,1.67102703469778e-05,"3107/3133/3106/355/3105/3134/3112/7038",8
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","22/577","83/6555",0.265060240963855,3.01121296276962,5.72850136775593,1.65426999060658e-06,2.15055098778855e-05,2.15055098778855e-05,"7098/3592/3569/1326/4792/110117499/2353/3665/3725/6352/148022/8503/7124/3576/6373/6772/3627/6773/3456/4615/6348/10379",22
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","29/577","133/6555",0.218045112781955,2.47709829165635,5.34642200339075,3.1181748728339e-06,3.90885492987392e-05,3.90885492987392e-05,"4939/7098/10686/4599/4792/110117499/9080/5610/4938/439996/9074/355/3665/148022/4940/8503/836/4600/7124/9021/6772/3627/23586/6773/3456/137075/91543/3434/10379",29
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","18/577","62/6555",0.290322580645161,3.29820540057025,5.64839622273853,3.58154897840215e-06,4.33490928075571e-05,4.33490928075571e-05,"834/3569/4792/25939/3665/6352/840/340061/115004/11277/836/103/3428/197259/3627/23586/3456/81030",18
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","17/577","57/6555",0.298245614035088,3.38821490467938,5.62579818359634,4.45056449827592e-06,5.20716046298282e-05,5.20716046298282e-05,"3592/4792/843/9636/1540/3665/340061/103/7124/79132/3576/7706/3627/23586/3456/64135/57169",17
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","12/577","33/6555",0.363636363636364,4.1310855522294,5.60176230324213,1.21702660459621e-05,0.000136650488661625,0.000136650488661625,"629/2209/2213/720/3383/715/3684/3872/6404/3112/721/3885",12
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","33/577","172/6555",0.191860465116279,2.17962798758615,4.87034850557542,1.24581642084672e-05,0.000136650488661625,0.000136650488661625,"2081/6347/3592/834/3569/4792/110117499/9619/1543/8743/2353/355/3383/3665/3725/6352/148022/840/8503/1649/2921/2920/1573/836/7124/3310/2919/3576/3717/3456/4615/6348/4973",33
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","34/577","181/6555",0.187845303867403,2.13401380736712,4.80634310456868,1.47682977247476e-05,0.000157080984890497,0.000157080984890497,"200316/3107/7133/5582/6891/55080/6892/4792/110117499/7852/85363/2353/3133/3106/60489/6890/25939/59345/355/3725/684/340061/8503/115004/836/5336/567/3105/3134/7124/5063/94235/3456/4615",34
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","29/577","145/6555",0.2,2.27209705372617,4.81214165152569,1.85307787843158e-05,0.00019130303980279,0.00019130303980279,"440686/8358/126961/2209/3569/4616/7403/51513/5371/51804/4804/64332/1647/8353/8013/5966/333932/1649/3684/330/8356/1436/7185/4005/861/3576/5079/653604/604",29
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","18/577","70/6555",0.257142857142857,2.92126764050508,5.02047799212115,2.29784041114616e-05,0.000230440566946372,0.000230440566946372,"6347/132014/3569/4792/2353/2354/3725/2921/2920/1440/836/6364/8061/7124/2919/3576/3627/7128",18
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecule (CAM) interaction","22/577","97/6555",0.22680412371134,2.57660490628741,4.85985028379637,2.53459530492137e-05,0.000247123042229834,0.000247123042229834,"3107/10686/9080/6402/3133/1013/3106/6385/8174/3696/9074/3383/3684/29126/3105/3134/58494/6404/84628/3112/137075/54413",22
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","9/577","21/6555",0.428571428571429,4.86877940084179,5.51641865990507,3.333554547317e-05,0.000316237201650883,0.000316237201650883,"3592/5582/3569/355/8542/3383/3620/7124/4615",9
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","20/577","86/6555",0.232558139534884,2.64197331828624,4.76167681344948,4.0141497088857e-05,0.000370780670478652,0.000370780670478652,"4791/3592/834/51561/1959/1263/3569/4792/110117499/1540/5971/3725/8503/1960/5336/7124/6772/6773/10379/3659",20
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","14/577","50/6555",0.28,3.18093587521664,4.80913997588185,6.78221306284344e-05,0.000610399175655909,0.000610399175655909,"2323/2209/3569/3575/3552/2056/1435/1440/3684/1436/7124/3112/952/3574",14
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","25/577","126/6555",0.198412698412698,2.25406453742676,4.41567007102071,7.97195815920634e-05,0.000699539328470356,0.000699539328470356,"2081/5366/4792/4616/110117499/8743/843/2353/1647/355/8739/3725/1520/840/8503/1649/330/836/153090/7185/7124/4170/10018/4803/27113",25
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","40/577","249/6555",0.160642570281124,1.82497755319371,4.12313915215066,0.000115199218186022,0.000986217697153504,0.000986217697153504,"4791/5155/11221/2323/285/5582/5228/8817/1326/4616/2353/4804/1647/9252/5623/3552/355/1435/25780/5971/3725/773/1649/59285/1847/9965/836/23542/2069/1436/59283/5979/7124/3310/8911/4803/4615/3481/3164/8605",40
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","32/577","187/6555",0.171122994652406,1.94404025987266,4.06886200843562,0.000170539654224409,0.00141968955391188,0.00141968955391188,"3107/6347/6376/5582/6891/55080/3569/3587/6892/4792/110117499/7852/3133/3106/6890/59345/355/6352/5734/340061/8503/115004/836/567/3105/3134/7124/3576/94235/3456/6348/9586",32
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","11/577","36/6555",0.305555555555556,3.4712593876372,4.61893937147169,0.000173922082103165,0.00141968955391188,0.00141968955391188,"3592/51561/3569/3552/3725/2625/7124/3112/6772/3595/64127",11
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","13/577","50/6555",0.26,2.95372616984402,4.30812420121711,0.00027821112818887,0.00221936604532485,0.00221936604532485,"3592/2209/4792/2353/3552/3725/4843/3684/7124/3112/6772/3717/4615",13
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","26/577","144/6555",0.180555555555556,2.05119872905835,3.96247335133037,0.000289179663745357,0.00225560137721378,0.00225560137721378,"7098/5582/1959/3569/4792/110117499/843/2353/355/6776/3665/3725/148022/8503/1960/836/7124/3576/6772/3717/23586/6773/3456/4615/64135/9586",26
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","17/577","79/6555",0.215189873417722,2.44466138692056,4.01318666423764,0.000406203844581617,0.00309951194452495,0.00309951194452495,"3107/5582/110117499/8743/3133/3106/355/2534/154064/3383/8503/836/5336/3105/3824/7124/3456",17
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","17/577","83/6555",0.204819277108434,2.32684638032198,3.77923245582578,0.000742841593497418,0.00554760424079987,0.00554760424079987,"6347/3592/3569/4792/110117499/2353/355/3725/6352/148022/8503/4843/7124/3576/3456/4615/6348",17
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","14/577","62/6555",0.225806451612903,2.56527086711019,3.84703214567076,0.000781427030527501,0.00571418516073235,0.00571418516073235,"3592/54567/4792/2353/4794/6776/3725/2625/11317/28514/3112/6772/3717/3595",14
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","23/577","134/6555",0.171641791044776,1.94993403864559,3.45149845916706,0.00131244976257281,0.00921339733326114,0.00921339733326114,"6347/6376/4792/110117499/7852/59345/6352/2268/8503/2921/2920/5336/6364/2919/3576/6373/6772/23533/3627/94235/3717/6773/6348",23
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","23/577","134/6555",0.171641791044776,1.94993403864559,3.45149845916706,0.00131244976257281,0.00921339733326114,0.00921339733326114,"3592/51561/2209/1263/3569/3587/843/2213/3552/3656/1520/1594/8877/4843/3684/836/7124/3112/6772/3717/3456/64127/4615",23
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","7/577","21/6555",0.333333333333333,3.78682842287695,3.97368542402992,0.00153333996330896,0.0105529868063028,0.0105529868063028,"3569/10673/7852/8174/3112/3601/8741",7
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","26/577","161/6555",0.161490683229814,1.83461252785343,3.3310004483624,0.00164533859312703,0.0111060355036075,0.0111060355036075,"9294/11054/79924/151/9248/6866/10911/148/286530/2797/1141/5734/1140/10161/4985/4161/8811/6343/10888/1139/2862/2570/799/2901/133/64106",26
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","8/577","27/6555",0.296296296296296,3.36606970922396,3.82721195554396,0.00168519483069119,0.011160441237219,0.011160441237219,"6347/3592/3569/3383/1440/7124/3576/4615",8
"Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","56/577","434/6555",0.129032258064516,1.46586906692011,3.12004400682997,0.00192466215283867,0.0123057081373584,0.0123057081373584,"4791/5155/4824/5366/8322/2323/3592/23493/5582/54567/51561/5228/8817/3569/4792/4616/110117499/3575/5371/7852/2353/1647/9252/59345/2056/355/6776/25780/3725/5734/840/8503/4843/330/9965/836/5336/1436/7185/10161/5979/861/28514/3576/3601/6772/94235/3717/3595/2737/10018/6773/3481/3574/27113/4855",56
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","10/577","40/6555",0.25,2.84012131715771,3.62645599487603,0.00192824486482824,0.0123057081373584,0.0123057081373584,"3107/4842/3133/3106/2534/3383/836/3105/3134/3112",10
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","15/577","77/6555",0.194805194805195,2.21308154583718,3.32642745515377,0.00252642369133115,0.0158352627795935,0.0158352627795935,"3592/5582/3569/110117499/733/5272/8503/4843/2921/2920/3684/836/7124/2919/3576",15
"Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling","18/577","104/6555",0.173076923076923,1.96623783495534,3.08567624839756,0.00387345157653883,0.0238523070765812,0.0238523070765812,"11054/246213/151/5582/6866/148/1141/59345/6507/6540/6539/6532/4985/43/94235/1139/2570/2901",18
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","13/577","66/6555",0.196969696969697,2.23767134079093,3.13943564616281,0.00433338465153739,0.0262244484946487,0.0262244484946487,"118788/4792/110117499/8519/2213/2353/4794/25780/3725/27071/8503/5336/973",13
