"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","39/3218","51/6538",0.764705882352941,1.55365042225716,3.90761704274855,6.01717371500599e-05,0.00192002543087918,0.00192002543087918,"128/5230/217/219/2023/3098/3099/5236/3939/55276/5160/1737/3945/130589/8789/5162/221/2821/2026/5214/7167/2597/26330/92579/10327/3101/218/501/5211/226/224/229/5223/80201/126/5315/2027/669/92483",39
"Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling","76/3218","114/6538",0.666666666666667,1.35446447068573,3.75868205715705,0.000111346485688159,0.00325688470637866,0.00325688470637866,"2771/3352/1815/6505/94235/6539/2893/6540/153/154/2562/1131/5332/115/6506/2773/6507/4987/2774/5567/9127/285242/3363/22953/2558/2905/6866/109/2783/6532/9568/55970/147/2902/59345/246213/2564/2792/5582/151/5028/5031/136/2778/5032/2791/5330/54331/6531/43/55879/107/4985/1812/111/3269/11054/6529/5029/1139/2775/113/1133/2782/3274/2901/2743/10681/3362/134/6869/2570/2918/11255/57030/116444",76
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","83/3218","127/6538",0.653543307086614,1.3278017842549,3.67251438605655,0.000155857942154775,0.00420816443817892,0.00420816443817892,"177/1535/4790/9734/85235/2243/5332/8338/71/1379/2244/128312/114483833/8339/79792/3066/7097/8340/5295/440093/5335/653604/8362/55766/727/8353/6300/3065/8345/6404/8367/653361/8329/2811/5595/5582/5605/7416/94239/2475/8364/60/293/55869/1991/207/121504/8344/3689/3684/8294/3146/5330/7419/5291/317772/9759/9555/8503/292/3012/8356/8370/3021/8357/8970/8365/440689/8349/5336/366/2209/3020/8348/8347/8969/5600/8341/79885/3015/8520/2266/8358",83
"Environmental Information Processing","Signaling molecules and interaction","hsa04081","Hormone signaling","85/3218","131/6538",0.648854961832061,1.3182764886445,3.62264739302354,0.000188963520696999,0.00463956378699654,0.00463956378699654,"2771/797/1815/94235/4883/153/3717/154/5332/2797/53919/115/2773/5295/387/4987/3972/5567/5020/2696/26060/3643/109/2783/5618/8660/2641/552/55970/6752/147/3685/3667/59345/2862/2792/269/151/1395/7068/2778/2852/4881/2796/3480/2791/5330/3953/5291/2769/54331/6751/4352/7067/3481/4880/5021/4161/107/2847/2099/8503/30061/4985/1812/4879/111/2695/2775/113/2782/341208/3375/7349/90/799/6776/10681/2768/7434/4842/6567/4093/185/10411",85
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","56/3218","81/6538",0.691358024691358,1.40462982145186,3.6074325873865,0.000207275403328655,0.00463956378699654,0.00463956378699654,"6445/7043/859/776/153/6262/3694/7124/3695/71/115/22801/5567/6547/489/27092/3908/778/8516/3691/7171/109/3685/3688/6442/3693/6543/60/2778/59283/1756/488/6444/1605/7137/3655/4624/3696/107/7168/111/3675/1837/113/6640/59284/7170/59285/782/3678/3676/6641/4842/487/775/783",56
"Organismal Systems","Digestive system","hsa04976","Bile secretion","41/3218","56/6538",0.732142857142857,1.4874922311995,3.60678636930906,0.000211490087156537,0.00463956378699654,0.00463956378699654,"481/482/115/5567/6513/760/109/6580/476/570/54578/483/9429/2778/54577/200931/6256/9971/54658/115072896/6343/480/107/2052/949/5243/111/8671/54600/10257/113/1581/6579/366/1080/10998/1576/8714/1244/7364/123264",41
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","51/3218","73/6538",0.698630136986301,1.41940454804737,3.54750912825852,0.000263319917721146,0.00543678183059542,0.00543678183059542,"6445/859/776/6262/3694/3695/88/71/89/22801/1000/6547/489/27092/3908/778/8516/3691/2697/3728/3685/1496/3688/6442/1829/3693/6543/60/59283/1756/488/6444/1605/3655/6932/3696/1832/3675/1837/6640/59284/59285/782/3678/3676/6641/4842/487/775/6934/783",51
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","25/3218","31/6538",0.806451612903226,1.63846508550693,3.50784840698931,0.000313477119071312,0.00583014610311905,0.00583014610311905,"2941/1571/1646/873/373156/2948/2950/4258/2947/6817/54578/2946/1543/54577/4259/54658/9446/1559/2052/54600/4257/1576/1549/7364/1548",25
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","32/3218","42/6538",0.761904761904762,1.5479593950694,3.50722182589465,0.000315591954299892,0.00583014610311905,0.00583014610311905,"2941/79017/9588/5226/51060/2686/373156/2948/2950/2687/2877/4258/2947/3417/2730/6240/79094/2539/2946/51056/4259/2879/9446/10314/2729/4257/2936/6723/3418/6241/493869/4953",32
"Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","21/3218","25/6538",0.84,1.70662523306402,3.48483185077128,0.000338411644893818,0.0059391243678865,0.0059391243678865,"3098/3099/5236/55276/283209/8972/2821/2548/7360/93432/8908/92579/3101/2632/5167/5836/80201/280/178/5837/5834",21
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","65/3218","99/6538",0.656565656565657,1.33394228173594,3.29604411318712,0.000652245309897425,0.0106631287930694,0.0106631287930694,"128/8801/25796/5230/283871/2271/2023/1373/3098/3099/1892/50/5226/2746/55753/26007/9563/26275/2806/29968/4190/5634/5160/7086/3417/1737/1431/4191/38/8789/5162/6390/2539/2821/35/2026/5214/7167/2597/5091/8310/3101/847/5211/6470/5095/226/4199/4200/229/8277/10993/5223/80201/2098/84693/5315/3418/2027/39/5631/6888/5096/2731/6391",65
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","27/3218","35/6538",0.771428571428571,1.56730888750777,3.3129124043617,0.000668344254836258,0.0106631287930694,0.0106631287930694,"4171/5111/4174/3978/5558/4173/5424/5982/4175/56655/5427/57804/5985/4172/5425/10714/5422/5426/29935/5983/2237/5557/6119/1763/4176/6118/6117",27
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","81/3218","128/6538",0.6328125,1.28568307178372,3.21346591323684,0.00085058008150696,0.0129805916786497,0.0129805916786497,"1282/1956/2324/1284/3694/22798/2243/3695/71/2244/22801/5295/5228/1285/3908/1286/8516/7060/55742/3691/63923/9459/3685/3915/3688/7148/3693/8174/2475/60/3681/5829/3909/207/255743/7094/3480/3689/3684/5291/3383/3687/3655/894/7423/55612/3696/81/2316/8503/896/6696/3918/3912/29780/5155/80144/3675/2317/3910/3611/1299/7414/80310/83660/1291/7412/4233/3678/5154/3676/2335/3911/2064/999/1288/5881/7448/2266/10319/1287",81
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","28/3218","37/6538",0.756756756756757,1.53750020996758,3.22777042343136,0.00091053341448447,0.0132244077166269,0.0132244077166269,"10901/8854/216/128/53630/8608/317749/9249/54578/8694/1543/56603/54577/339761/5959/8630/54658/316/1559/195814/54600/126/9227/1576/1549/7364/1548/220",28
"Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","21/3218","26/6538",0.807692307692308,1.64098580102309,3.22397086018692,0.000941909381526129,0.0132244077166269,0.0132244077166269,"3098/8704/3099/5236/55276/8972/130589/2584/2548/7360/93432/5214/92579/3101/5211/80201/2683/2720/231/57016/2717",21
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","19/3218","23/6538",0.826086956521739,1.6783581484584,3.20832957431715,0.00100134611020168,0.0135181724877227,0.0135181724877227,"5111/2956/3978/4292/5395/4436/5424/4437/5982/9156/57804/5985/5425/10714/29935/5983/6119/6118/6117",19
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","38/3218","54/6538",0.703703703703704,1.42971249683493,3.12152330219357,0.00127579913535846,0.0165853887596599,0.0165853887596599,"2941/1571/151531/1890/1066/1854/2948/2950/4258/51733/2947/6240/2990/3615/54578/3614/2946/978/81602/54577/4259/54658/3251/9446/51727/7083/54600/4257/29922/6241/7084/1576/1549/4833/7364/1548/4832/4830",38
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","30/3218","41/6538",0.731707317073171,1.48660734587458,3.07699915008165,0.00153086963772468,0.0181319472532596,0.0181319472532596,"8605/1571/242/2053/873/22949/2687/8529/127281/6916/113612/246/4051/10728/145482/1573/2879/5321/3248/5742/1559/59344/8399/4048/81579/80142/151056/11145/54979/8644",30
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","30/3218","41/6538",0.731707317073171,1.48660734587458,3.07699915008165,0.00153086963772468,0.0181319472532596,0.0181319472532596,"7043/4790/3725/7124/3460/7097/8807/2625/6095/3606/3595/3596/3592/30009/64127/3553/3111/6775/51561/3569/3552/4772/3112/4088/8809/4087/6772/50943/3567/3109",30
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","25/3218","33/6538",0.757575757575758,1.53916417123378,3.05680380002131,0.00167917876790741,0.0181319472532596,0.0181319472532596,"716/717/727/6404/719/1675/3872/3880/3884/3885/3689/3684/3383/3111/715/720/3112/10747/2209/3075/3875/629/5340/3109/2266",25
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","18/3218","22/6538",0.818181818181818,1.66229730493248,3.06328222508057,0.00170288335831895,0.0181319472532596,0.0181319472532596,"2826/3695/3601/7852/8174/8741/4055/23308/115650/958/3111/10673/3569/3112/3676/3567/6387/3109",18
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","18/3218","22/6538",0.818181818181818,1.66229730493248,3.06328222508057,0.00170288335831895,0.0181319472532596,0.0181319472532596,"5798/7124/3329/4049/3592/3553/3111/1363/3552/3112/3107/3106/355/3105/3135/3134/2571/3109",18
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","14/3218","16/6538",0.875,1.77773461777502,3.06629718912034,0.00170471298962269,0.0181319472532596,0.0181319472532596,"7124/3824/3553/3111/3569/3552/3112/3107/3106/355/3105/3135/3134/3109",14
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","29/3218","40/6538",0.725,1.47298011187073,2.95390308469415,0.00231672839160963,0.0239168136898523,0.0239168136898523,"128/217/219/2271/3029/3939/4190/5160/1737/3945/4191/197257/38/5162/5091/9380/10327/501/2739/32/4199/224/4200/126/5315/31/39/98/92483",29
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","46/3218","69/6538",0.666666666666667,1.35446447068573,2.91401579206537,0.00246061330043835,0.0246764362415388,0.0246764362415388,"1282/6382/1284/3694/6385/22798/3695/22801/1285/3908/1286/8516/7060/3691/63923/3685/3915/3688/2811/7148/3693/3909/255743/9900/1605/3655/3696/3339/6696/3918/3912/80144/3675/3910/51206/1299/1291/3161/3678/3676/2335/3911/1288/7448/10319/1287",46
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","17/3218","21/6538",0.80952380952381,1.64470685726124,2.91313960008221,0.0028712952290011,0.0272385033886321,0.0272385033886321,"128/259307/2954/7173/1312/8639/2806/221/2184/4129/218/3081/316/126/4128/314/7306",17
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","17/3218","21/6538",0.80952380952381,1.64470685726124,2.91313960008221,0.0028712952290011,0.0272385033886321,0.0272385033886321,"7064/2150/7124/5332/3606/335/5582/3592/5330/3383/3553/3569/3910/8542/4615/355/7412",17
"Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","13/3218","15/6538",0.866666666666667,1.76080381189144,2.90407508367813,0.00306348925638156,0.027571403307434,0.027571403307434,"217/219/55586/2990/54578/54577/7358/54658/10327/501/224/54600/7364",13
"Human Diseases","Immune disease","hsa05330","Allograft rejection","13/3218","15/6538",0.866666666666667,1.76080381189144,2.90407508367813,0.00306348925638156,0.027571403307434,0.027571403307434,"7124/3592/958/3111/3112/3107/3106/355/3105/3135/3134/3567/3109",13
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","113/3218","191/6538",0.591623036649215,1.20199857477084,2.78929186503341,0.00325483761866457,0.0285612001037816,0.0285612001037816,"9124/825/1302/481/1282/6445/8572/482/2273/6382/29766/1284/3694/6385/9260/3695/88/7125/2023/71/91010/89/57644/22801/171024/832/2192/84033/1289/127294/1285/3908/1286/4001/8516/7060/3691/4635/3728/7171/4606/27295/8557/2201/3685/476/3688/4629/57159/6442/1829/3693/64423/3930/483/1301/60/2026/29895/4604/1756/1158/4627/7094/1466/6444/1605/6712/1462/7137/3655/4624/165904/9672/3696/29765/79784/10611/3339/480/288/26287/7168/84665/7138/23224/1832/50509/161176/3675/51778/1837/58/6640/27063/1290/1299/7414/2027/7170/83660/1291/51332/4628/3678/2199/3676/2335/6641/91977/1288/1287/81624",113
"Human Diseases","Substance dependence","hsa05034","Alcoholism","83/3218","136/6538",0.610294117647059,1.23993254853215,2.78364601417255,0.00341995341470248,0.0290602835613917,0.0290602835613917,"2771/94235/9734/84152/85235/8338/2030/128312/114483833/8339/3066/2773/8340/440093/5567/653604/8362/2905/55766/8353/2783/3065/8345/163688/55970/2354/2902/8367/8329/59345/5595/2792/814/6464/94239/136/8364/2778/55869/4129/121504/8344/2791/8294/54331/84254/317772/9759/9555/6531/805/3012/1812/111/8356/8370/3021/8357/9586/8970/8365/2775/440689/8349/2782/3020/4128/8348/673/8347/5499/8969/10681/3177/8341/79885/55315/399694/3015/8520/116444/808/8358",83
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","28/3218","39/6538",0.717948717948718,1.45865404535386,2.82818284679472,0.00347729888768789,0.0290602835613917,0.0290602835613917,"776/777/7124/3098/3099/5295/389692/8913/9021/3643/8660/5602/3667/5595/2475/5590/3101/5291/3767/8503/8835/122809/80201/3651/5601/5315/8651/775",28
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","20/3218","26/6538",0.769230769230769,1.56284362002199,2.83093857445315,0.00365274271070786,0.0298165742199641,0.0298165742199641,"25796/5226/5236/9563/55276/5634/7086/8789/2539/2821/5214/5211/226/23729/229/51071/8277/5631/6888/64080",20
"Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","246/3218","444/6538",0.554054054054054,1.12566979658341,2.70012825047312,0.0039954708179649,0.0318211823479073,0.0318211823479073,"2771/1017/5734/1282/2941/7043/2323/94235/6469/2535/1956/2324/1284/7296/4790/2246/3717/23493/675/4854/23462/3725/4791/2247/3718/115727/22798/2271/5332/6688/4824/115/3460/23365/613/836/6608/3066/2773/11186/5295/387/3326/3601/5335/5567/3575/2956/4616/1026/5228/9475/1285/4292/650/3908/2948/2950/1286/6513/83593/4258/5727/7976/27113/112398/1613/26060/3576/3728/109/818/2783/7852/2947/3065/5979/4436/163688/332/55970/3685/3915/1496/9252/2149/7855/64399/10912/3688/5602/59345/7477/5595/10683/7482/4437/1869/2792/4792/5582/5605/3280/25780/6502/861/2946/10161/7476/51384/2475/54567/7189/2778/367/4318/6256/3909/207/4259/3320/3595/3480/3596/2791/3592/10928/238/7015/26281/1856/5330/5291/54331/3597/3655/9446/894/7423/6932/4855/26291/3481/4609/2736/3574/3162/8322/7479/4193/107/7188/6775/3716/805/28514/2099/8503/5337/896/7184/1612/4313/51561/3569/7849/3918/2113/3912/111/3091/5155/10018/2264/4257/3675/114112/113/330/5336/1436/3910/4088/8313/5601/5888/2782/80326/5914/5366/8817/2250/1027/4087/6772/9134/7170/4041/2353/1019/355/673/890/1870/1728/4233/7474/81029/5154/7048/1647/7185/7046/6199/6776/8321/10681/2768/2147/2335/57121/637/3911/1163/2064/624/999/9965/9817/1902/3567/7480/1288/329/652/6387/5881/6934/10319/1287/808/7709/185/5371/2253/3714",246
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","23/3218","31/6538",0.741935483870968,1.50738787866637,2.78768534459855,0.00407963876255221,0.0318211823479073,0.0318211823479073,"481/482/776/5332/3098/3099/5295/476/8972/483/93432/207/92579/3101/5330/5291/480/8503/80201/280/6518/83756/2542",23
"Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","16/3218","20/6538",0.8,1.62535736482287,2.75739706616918,0.00479638940735695,0.0365985365648324,0.0365985365648324,"1594/1595/10682/120227/1717/2222/1591/4047/50814/3930/1056/6646/1718/6307/7108/8435",16
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","30/3218","43/6538",0.697674418604651,1.41746281815948,2.70380689474132,0.00501706285165789,0.0374678523602536,0.0374678523602536,"2771/153/154/115/2773/5295/5567/364/3643/109/8660/63924/5140/3667/11343/2778/4881/4886/207/5291/5346/107/5742/8503/111/113/11145/54979/134/50486",30
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","41/3218","62/6538",0.661290322580645,1.34354137011568,2.67568318017245,0.00517912627250155,0.0377209882212768,0.0377209882212768,"481/482/492/6262/1131/5332/115/219931/387/1504/489/6558/760/9545/109/476/5582/483/3784/3710/2778/1056/488/5330/5874/6343/480/107/1361/8399/111/8671/81579/1358/113/1080/683/280/440387/8766/487",41
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","14/3218","17/6538",0.823529411764706,1.67316199320001,2.73589968097396,0.00526589294257141,0.0377209882212768,0.0377209882212768,"3034/217/219/144193/55748/3176/221/10841/138199/4129/218/501/224/4128",14
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","51/3218","80/6538",0.6375,1.29520665009323,2.61538320322634,0.00597348689528707,0.0419338780049152,0.0419338780049152,"6445/7043/859/776/6262/3694/7124/3695/71/22801/6547/489/27092/3908/778/8516/3691/7171/3685/3688/6442/3693/6543/1636/60/59283/1756/488/6444/1605/7137/3655/4624/3696/7168/3569/3675/1837/6640/59284/7170/59285/782/3678/3676/6641/4842/487/775/5565/783",51
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","22/3218","30/6538",0.733333333333333,1.4899109177543,2.64769035650374,0.00627090089802605,0.0431585532393558,0.0431585532393558,"7043/6382/7124/1379/7097/2532/7060/3576/3606/1440/975/6347/3592/3689/3383/3553/958/3569/4615/7412/4233/4035",22
