"GeneID","SYMBOL","ENSEMBL","ENTREZID","ZIKV_1","ZIKV_2","ZIKV_3","Control_1","Control_2","Control_3"
"ENSG00000000003","TSPAN6","ENSG00000000003","7105",437,690,350,1875,1877,2061
"ENSG00000000005","TNMD","ENSG00000000005","64102",2,2,4,0,0,0
"ENSG00000000419","DPM1","ENSG00000000419","8813",1675,3022,1345,1073,1153,1512
"ENSG00000000457","SCYL3","ENSG00000000457","57147",338,359,245,229,311,276
"ENSG00000000460","FIRRM","ENSG00000000460","55732",186,229,192,338,443,496
"ENSG00000000938","FGR","ENSG00000000938","2268",44,38,14,0,1,0
"ENSG00000000971","CFH","ENSG00000000971","3075",263,415,293,725,1446,2162
"ENSG00000001036","FUCA2","ENSG00000001036","2519",499,665,397,1339,1777,1623
"ENSG00000001084","GCLC","ENSG00000001084","2729",731,934,611,2993,4233,3864
"ENSG00000001167","NFYA","ENSG00000001167","4800",332,399,303,718,679,863
"ENSG00000001460","STPG1","ENSG00000001460","90529",277,371,217,251,186,261
"ENSG00000001461","NIPAL3","ENSG00000001461","57185",336,270,232,668,522,532
"ENSG00000001497","LAS1L","ENSG00000001497","81887",959,1134,864,2721,3898,3645
"ENSG00000001561","ENPP4","ENSG00000001561","22875",111,128,79,142,156,129
"ENSG00000001617","SEMA3F","ENSG00000001617","6405",164,160,138,1217,1452,1395
"ENSG00000001626","CFTR","ENSG00000001626","1080",1,13,3,19,17,19
"ENSG00000001629","ANKIB1","ENSG00000001629","54467",1165,1197,862,2651,2437,2470
"ENSG00000001630","CYP51A1","ENSG00000001630","1595",107,95,70,224,1052,289
"ENSG00000001631","KRIT1","ENSG00000001631","889",231,331,206,164,215,196
"ENSG00000002016","RAD52","ENSG00000002016","5893",641,650,570,356,553,492
"ENSG00000002330","BAD","ENSG00000002330","572",179,308,139,210,585,238
"ENSG00000002549","LAP3","ENSG00000002549","51056",475,825,399,1205,1601,1680
"ENSG00000002586","CD99","ENSG00000002586","4267",1363,2088,1083,4859,5896,4474
"ENSG00000002587","HS3ST1","ENSG00000002587","9957",32,59,36,47,44,58
"ENSG00000002726","AOC1","ENSG00000002726","26",4,2,3,0,0,0
"ENSG00000002745","WNT16","ENSG00000002745","51384",44,58,28,2,0,2
"ENSG00000002746","HECW1","ENSG00000002746","23072",107,101,58,322,355,306
"ENSG00000002822","MAD1L1","ENSG00000002822","8379",16,6,21,10,14,3
"ENSG00000002834","LASP1","ENSG00000002834","3927",3625,4244,3049,11805,14089,13055
"ENSG00000002919","SNX11","ENSG00000002919","29916",1020,1834,961,663,855,858
"ENSG00000002933","TMEM176A","ENSG00000002933","55365",1,2,0,0,1,1
"ENSG00000003056","M6PR","ENSG00000003056","4074",1990,2802,1885,2957,2702,3221
"ENSG00000003096","KLHL13","ENSG00000003096","90293",12,21,14,56,91,85
"ENSG00000003137","CYP26B1","ENSG00000003137","56603",296,412,378,1009,1393,1068
"ENSG00000003147","ICA1","ENSG00000003147","3382",37,91,37,78,72,94
"ENSG00000003249","DBNDD1","ENSG00000003249","79007",340,509,340,1975,1622,2116
"ENSG00000003393","ALS2","ENSG00000003393","57679",1048,1284,887,1030,1366,1176
"ENSG00000003400","CASP10","ENSG00000003400","843",1051,857,676,195,176,180
"ENSG00000003402","CFLAR","ENSG00000003402","8837",8172,8673,6270,3498,3450,2789
"ENSG00000003436","TFPI","ENSG00000003436","7035",1238,1694,1082,4212,2199,2763
"ENSG00000003509","NDUFAF7","ENSG00000003509","55471",526,830,471,754,1005,1014
"ENSG00000003756","RBM5","ENSG00000003756","10181",2369,2573,2063,1198,1346,1205
"ENSG00000003987","MTMR7","ENSG00000003987","9108",127,127,84,46,23,39
"ENSG00000003989","SLC7A2","ENSG00000003989","6542",697,867,654,207,488,507
"ENSG00000004059","ARF5","ENSG00000004059","381",654,1358,676,1915,2600,2313
"ENSG00000004139","SARM1","ENSG00000004139","23098",289,165,200,233,277,195
"ENSG00000004142","POLDIP2","ENSG00000004142","26073",2374,3607,2056,4340,5312,5502
"ENSG00000004399","PLXND1","ENSG00000004399","23129",679,538,538,5887,4105,3819
"ENSG00000004455","AK2","ENSG00000004455","204",2147,3338,1897,2703,4414,3899
"ENSG00000004468","CD38","ENSG00000004468","952",210,324,247,187,287,336
"ENSG00000004478","FKBP4","ENSG00000004478","2288",1429,2404,1341,4286,7922,6777
"ENSG00000004487","KDM1A","ENSG00000004487","23028",1135,1592,1068,3508,4227,3534
"ENSG00000004534","RBM6","ENSG00000004534","10180",1574,1603,1322,1415,1883,1624
"ENSG00000004660","CAMKK1","ENSG00000004660","84254",245,255,220,1300,1341,1038
"ENSG00000004700","RECQL","ENSG00000004700","5965",548,569,450,1133,1690,1589
"ENSG00000004766","VPS50","ENSG00000004766","55610",194,270,173,511,651,564
"ENSG00000004776","HSPB6","ENSG00000004776","126393",48,27,42,10,14,19
"ENSG00000004777","ARHGAP33","ENSG00000004777","115703",193,252,267,382,548,351
"ENSG00000004779","NDUFAB1","ENSG00000004779","4706",687,1431,658,997,1957,1688
"ENSG00000004799","PDK4","ENSG00000004799","5166",118,178,109,1468,2167,2725
"ENSG00000004809","SLC22A16","ENSG00000004809","85413",1,1,0,0,0,0
"ENSG00000004838","ZMYND10","ENSG00000004838","51364",34,47,35,20,23,23
"ENSG00000004846","ABCB5","ENSG00000004846","340273",3,1,2,2,1,0
"ENSG00000004848","ARX","ENSG00000004848","170302",35,36,17,36,116,92
"ENSG00000004864","SLC25A13","ENSG00000004864","10165",607,833,473,1414,1889,1755
"ENSG00000004866","ST7","ENSG00000004866","7982",532,610,424,442,337,465
"ENSG00000004897","CDC27","ENSG00000004897","996",2107,2663,1808,3287,3218,3633
"ENSG00000004939","SLC4A1","ENSG00000004939","6521",5,4,5,1,1,0
"ENSG00000004948","CALCR","ENSG00000004948","799",83,74,55,2,1,1
"ENSG00000004961","HCCS","ENSG00000004961","3052",1520,2783,1452,1225,1465,1531
"ENSG00000004975","DVL2","ENSG00000004975","1856",854,1068,822,2287,2115,2367
"ENSG00000005001","PRSS22","ENSG00000005001","64063",9,15,16,5,1,3
"ENSG00000005007","UPF1","ENSG00000005007","5976",2512,2684,2305,3279,4037,3262
"ENSG00000005020","SKAP2","ENSG00000005020","8935",719,739,539,1505,1357,1507
"ENSG00000005022","SLC25A5","ENSG00000005022","292",1362,3086,1403,10565,14048,14984
"ENSG00000005059","MCUB","ENSG00000005059","55013",136,197,99,672,725,697
"ENSG00000005073","HOXA11","ENSG00000005073","3207",98,162,89,24,13,11
"ENSG00000005075","POLR2J","ENSG00000005075","5439",925,1951,803,1046,858,1295
"ENSG00000005100","DHX33","ENSG00000005100","56919",1259,1530,1214,2256,2639,2515
"ENSG00000005102","MEOX1","ENSG00000005102","4222",3,3,3,1,0,1
"ENSG00000005108","THSD7A","ENSG00000005108","221981",393,379,400,2763,3192,2776
"ENSG00000005156","LIG3","ENSG00000005156","3980",573,696,540,1674,1920,1828
"ENSG00000005175","RPAP3","ENSG00000005175","79657",918,1334,805,1484,1787,2072
"ENSG00000005187","ACSM3","ENSG00000005187","6296",22,23,19,183,281,301
"ENSG00000005189","REXO5","ENSG00000005189","81691",651,779,517,227,247,260
"ENSG00000005194","CIAPIN1","ENSG00000005194","57019",1274,2019,1248,1412,2441,1939
"ENSG00000005206","SPPL2B","ENSG00000005206","56928",739,679,564,1118,1801,1167
"ENSG00000005238","ATOSB","ENSG00000005238","80256",812,1066,680,661,546,570
"ENSG00000005243","COPZ2","ENSG00000005243","51226",242,279,196,183,233,186
"ENSG00000005249","PRKAR2B","ENSG00000005249","5577",62,71,52,315,368,316
"ENSG00000005302","MSL3","ENSG00000005302","10943",871,1122,702,1025,1349,1112
"ENSG00000005339","CREBBP","ENSG00000005339","1387",3231,2483,2815,2626,1572,1737
"ENSG00000005379","TSPOAP1","ENSG00000005379","9256",12,16,9,0,1,1
"ENSG00000005381","MPO","ENSG00000005381","4353",7,1,1,0,0,0
"ENSG00000005421","PON1","ENSG00000005421","5444",92,116,82,48,65,53
"ENSG00000005436","GCFC2","ENSG00000005436","6936",533,657,408,622,496,636
"ENSG00000005448","WDR54","ENSG00000005448","84058",899,1752,836,1740,1576,2078
"ENSG00000005469","CROT","ENSG00000005469","54677",183,243,128,607,629,631
"ENSG00000005471","ABCB4","ENSG00000005471","5244",1,2,0,4,3,7
"ENSG00000005483","KMT2E","ENSG00000005483","55904",3926,4309,3478,1549,941,1232
"ENSG00000005486","RHBDD2","ENSG00000005486","57414",942,1259,777,2304,2230,2142
"ENSG00000005513","SOX8","ENSG00000005513","30812",101,100,60,20,26,21
"ENSG00000005700","IBTK","ENSG00000005700","25998",1599,1960,1482,2709,3578,3196
"ENSG00000005801","ZNF195","ENSG00000005801","7748",973,1336,843,877,793,871
"ENSG00000005810","MYCBP2","ENSG00000005810","23077",1243,1352,1297,1056,1475,1071
"ENSG00000005812","FBXL3","ENSG00000005812","26224",881,1321,723,584,528,518
"ENSG00000005844","ITGAL","ENSG00000005844","3683",6,4,3,4,10,4
"ENSG00000005882","PDK2","ENSG00000005882","5164",99,75,71,496,344,429
"ENSG00000005884","ITGA3","ENSG00000005884","3675",5760,3974,3498,24812,21819,18592
"ENSG00000005889","ZFX","ENSG00000005889","7543",1607,1701,1480,1379,1266,982
"ENSG00000005893","LAMP2","ENSG00000005893","3920",1815,1698,1066,3899,2824,3584
"ENSG00000005961","ITGA2B","ENSG00000005961","3674",156,130,130,183,244,193
"ENSG00000005981","ASB4","ENSG00000005981","51666",140,133,80,164,301,367
"ENSG00000006007","GDE1","ENSG00000006007","51573",862,1097,676,2177,2045,2165
"ENSG00000006015","REX1BD","ENSG00000006015","55049",283,527,275,961,2281,1113
"ENSG00000006016","CRLF1","ENSG00000006016","9244",225,98,70,250,162,122
"ENSG00000006025","OSBPL7","ENSG00000006025","114881",973,1350,1006,503,500,498
"ENSG00000006042","TMEM98","ENSG00000006042","26022",125,248,115,1118,1226,1084
"ENSG00000006047","YBX2","ENSG00000006047","51087",13,22,19,91,138,120
"ENSG00000006059","KRT33A","ENSG00000006059","3883",6,7,0,3,1,5
"ENSG00000006062","MAP3K14","ENSG00000006062","9020",2501,2506,2278,2096,2547,1973
"ENSG00000006071","ABCC8","ENSG00000006071","6833",90,111,82,133,95,86
"ENSG00000006116","CACNG3","ENSG00000006116","10368",1,2,0,0,0,0
"ENSG00000006118","TMEM132A","ENSG00000006118","54972",3161,3535,2746,5696,7300,5108
"ENSG00000006125","AP2B1","ENSG00000006125","163",7694,7953,6304,14687,14954,14818
"ENSG00000006128","TAC1","ENSG00000006128","6863",14,11,6,1,0,0
"ENSG00000006194","ZNF263","ENSG00000006194","10127",3898,5287,3201,1011,1559,1243
"ENSG00000006210","CX3CL1","ENSG00000006210","6376",102,115,64,11,15,9
"ENSG00000006282","SPATA20","ENSG00000006282","64847",838,1221,779,4453,4529,3807
"ENSG00000006283","CACNA1G","ENSG00000006283","8913",225,220,154,610,676,457
"ENSG00000006327","TNFRSF12A","ENSG00000006327","51330",4869,11337,6116,6827,7240,6204
"ENSG00000006377","DLX6","ENSG00000006377","1750",2,1,2,0,0,0
"ENSG00000006432","MAP3K9","ENSG00000006432","4293",806,650,691,857,1308,872
"ENSG00000006451","RALA","ENSG00000006451","5898",990,1486,749,985,826,1016
"ENSG00000006453","BAIAP2L1","ENSG00000006453","55971",2216,2591,1755,3703,3843,2954
"ENSG00000006459","KDM7A","ENSG00000006459","80853",1751,1535,1211,263,243,190
"ENSG00000006468","ETV1","ENSG00000006468","2115",34,33,23,92,122,144
"ENSG00000006530","AGK","ENSG00000006530","55750",962,1325,822,1119,1165,1401
"ENSG00000006534","ALDH3B1","ENSG00000006534","221",708,832,663,11478,10292,9890
"ENSG00000006576","PHTF2","ENSG00000006576","57157",330,420,249,1052,1280,1212
"ENSG00000006606","CCL26","ENSG00000006606","10344",10,7,3,12,28,37
"ENSG00000006607","FARP2","ENSG00000006607","9855",629,448,459,1273,1165,1098
"ENSG00000006611","USH1C","ENSG00000006611","10083",45,38,28,388,566,549
"ENSG00000006625","GGCT","ENSG00000006625","79017",87,198,76,523,1239,710
"ENSG00000006634","DBF4","ENSG00000006634","10926",557,819,445,664,710,943
"ENSG00000006638","TBXA2R","ENSG00000006638","6915",18,13,10,48,36,35
"ENSG00000006652","IFRD1","ENSG00000006652","3475",5009,7076,3841,953,1242,1174
"ENSG00000006695","COX10","ENSG00000006695","1352",723,952,628,666,668,704
"ENSG00000006704","GTF2IRD1","ENSG00000006704","9569",724,631,503,1103,1238,1187
"ENSG00000006712","PAF1","ENSG00000006712","54623",4028,5854,3680,2742,2859,3483
"ENSG00000006715","VPS41","ENSG00000006715","27072",884,1136,760,1637,2086,1856
"ENSG00000006740","ARHGAP44","ENSG00000006740","9912",65,66,61,437,454,432
"ENSG00000006744","ELAC2","ENSG00000006744","60528",1600,2325,1520,4029,5500,5112
"ENSG00000006747","SCIN","ENSG00000006747","85477",429,329,246,10,5,12
"ENSG00000006756","ARSD","ENSG00000006756","414",345,277,243,1437,1306,1117
"ENSG00000006757","PNPLA4","ENSG00000006757","8228",141,268,138,206,161,254
"ENSG00000006788","MYH13","ENSG00000006788","8735",11,10,6,0,2,2
"ENSG00000006831","ADIPOR2","ENSG00000006831","79602",1835,2112,1318,3393,3001,3454
"ENSG00000006837","CDKL3","ENSG00000006837","51265",541,1388,548,38,43,36
"ENSG00000007001","UPP2","ENSG00000007001","151531",56,57,58,1,0,4
"ENSG00000007038","PRSS21","ENSG00000007038","10942",0,1,2,4,6,3
"ENSG00000007047","MARK4","ENSG00000007047","57787",368,401,325,728,617,603
"ENSG00000007062","PROM1","ENSG00000007062","8842",1,5,2,6,4,4
"ENSG00000007080","CCDC124","ENSG00000007080","115098",858,1877,908,1757,1920,2510
"ENSG00000007129","CEACAM21","ENSG00000007129","90273",2,5,4,0,1,0
"ENSG00000007168","PAFAH1B1","ENSG00000007168","5048",3309,4687,2894,5757,7986,5667
"ENSG00000007171","NOS2","ENSG00000007171","4843",18,19,15,11,22,16
"ENSG00000007174","DNAH9","ENSG00000007174","1770",31,22,24,4,3,3
"ENSG00000007202","BLTP2","ENSG00000007202","9703",1048,1144,960,5404,5775,4958
"ENSG00000007216","SLC13A2","ENSG00000007216","9058",0,1,0,0,1,3
"ENSG00000007237","GAS7","ENSG00000007237","8522",392,233,218,82,31,29
"ENSG00000007255","TRAPPC6A","ENSG00000007255","79090",217,391,175,917,1082,962
"ENSG00000007264","MATK","ENSG00000007264","4145",20,16,8,5,4,3
"ENSG00000007306","CEACAM7","ENSG00000007306","1087",6,11,8,2,1,3
"ENSG00000007312","CD79B","ENSG00000007312","974",0,3,0,0,0,1
"ENSG00000007314","SCN4A","ENSG00000007314","6329",8,13,10,7,6,5
"ENSG00000007341","ST7L","ENSG00000007341","54879",539,1083,537,259,282,295
"ENSG00000007350","TKTL1","ENSG00000007350","8277",19,27,10,0,0,0
"ENSG00000007372","PAX6","ENSG00000007372","5080",43,59,44,169,137,135
"ENSG00000007376","RPUSD1","ENSG00000007376","113000",337,595,322,786,1189,944
"ENSG00000007384","RHBDF1","ENSG00000007384","64285",2036,2295,1791,1208,1149,1050
"ENSG00000007392","LUC7L","ENSG00000007392","55692",3056,4967,2812,1461,2519,1834
"ENSG00000007402","CACNA2D2","ENSG00000007402","9254",69,52,50,66,59,40
"ENSG00000007516","BAIAP3","ENSG00000007516","8938",95,107,85,71,64,40
"ENSG00000007520","TSR3","ENSG00000007520","115939",666,1181,531,1108,2782,1346
"ENSG00000007541","PIGQ","ENSG00000007541","9091",543,672,485,1133,1429,1115
"ENSG00000007545","CRAMP1","ENSG00000007545","57585",926,899,721,453,525,370
"ENSG00000007866","TEAD3","ENSG00000007866","7005",195,238,161,324,270,313
"ENSG00000007908","SELE","ENSG00000007908","6401",9,9,13,0,0,0
"ENSG00000007923","DNAJC11","ENSG00000007923","55735",573,620,512,1043,1389,1200
"ENSG00000007933","FMO3","ENSG00000007933","2328",3,3,7,2,0,2
"ENSG00000007944","MYLIP","ENSG00000007944","29116",1041,1160,716,340,278,254
"ENSG00000007952","NOX1","ENSG00000007952","27035",5,31,8,32,29,44
"ENSG00000007968","E2F2","ENSG00000007968","1870",43,45,54,362,605,417
"ENSG00000008018","PSMB1","ENSG00000008018","5689",1299,2451,1205,2558,3551,3533
"ENSG00000008056","SYN1","ENSG00000008056","6853",18,11,5,4,1,1
"ENSG00000008083","JARID2","ENSG00000008083","3720",535,464,333,776,748,718
"ENSG00000008086","CDKL5","ENSG00000008086","6792",1057,884,780,762,920,773
"ENSG00000008118","CAMK1G","ENSG00000008118","57172",79,61,47,7,1,1
"ENSG00000008128","CDK11A","ENSG00000008128","728642",66,93,82,26,77,41
"ENSG00000008130","NADK","ENSG00000008130","65220",836,962,787,1469,1886,1596
"ENSG00000008196","TFAP2B","ENSG00000008196","7021",1,10,8,0,0,4
"ENSG00000008226","DLEC1","ENSG00000008226","9940",14,7,17,21,8,6
"ENSG00000008256","CYTH3","ENSG00000008256","9265",1509,1400,1157,2296,1874,1940
"ENSG00000008277","ADAM22","ENSG00000008277","53616",23,28,23,112,131,124
"ENSG00000008282","SYPL1","ENSG00000008282","6856",1112,1669,967,3644,3267,3347
"ENSG00000008283","CYB561","ENSG00000008283","1534",1636,2386,1602,1158,1662,1268
"ENSG00000008294","SPAG9","ENSG00000008294","9043",12890,12796,9537,5371,4906,4636
"ENSG00000008300","CELSR3","ENSG00000008300","1951",1326,1135,1285,895,1186,858
"ENSG00000008311","AASS","ENSG00000008311","10157",272,161,141,41,38,34
"ENSG00000008323","PLEKHG6","ENSG00000008323","55200",228,280,217,160,95,76
"ENSG00000008324","SS18L2","ENSG00000008324","51188",369,692,246,246,294,303
"ENSG00000008382","MPND","ENSG00000008382","84954",71,60,58,169,312,214
"ENSG00000008394","MGST1","ENSG00000008394","4257",937,1527,890,9857,8915,11107
"ENSG00000008405","CRY1","ENSG00000008405","1407",3669,4266,2746,802,1082,994
"ENSG00000008438","PGLYRP1","ENSG00000008438","8993",3,4,12,10,17,14
"ENSG00000008441","NFIX","ENSG00000008441","4784",208,202,273,412,424,333
"ENSG00000008513","ST3GAL1","ENSG00000008513","6482",385,473,361,447,594,455
"ENSG00000008516","MMP25","ENSG00000008516","64386",269,232,195,43,75,44
"ENSG00000008517","IL32","ENSG00000008517","9235",4324,9036,4397,265,221,183
"ENSG00000008710","PKD1","ENSG00000008710","5310",1394,1016,1202,2280,3880,2104
"ENSG00000008735","MAPK8IP2","ENSG00000008735","23542",1709,1880,1589,192,235,147
"ENSG00000008838","MED24","ENSG00000008838","9862",2108,2604,2042,2684,3026,2553
"ENSG00000008853","RHOBTB2","ENSG00000008853","23221",423,225,311,1288,1047,950
"ENSG00000008869","HEATR5B","ENSG00000008869","54497",963,895,723,1088,993,957
"ENSG00000008952","SEC62","ENSG00000008952","7095",3236,4791,2870,4675,3137,4696
"ENSG00000008988","RPS20","ENSG00000008988","6224",4738,11091,4205,14523,22539,20279
"ENSG00000009307","CSDE1","ENSG00000009307","7812",2662,3705,2428,9300,10021,10714
"ENSG00000009335","UBE3C","ENSG00000009335","9690",1900,2053,1537,3816,3930,4030
"ENSG00000009413","REV3L","ENSG00000009413","5980",1632,1552,1327,571,627,560
"ENSG00000009694","TENM1","ENSG00000009694","10178",9,15,8,0,5,4
"ENSG00000009709","PAX7","ENSG00000009709","5081",4,10,6,37,36,37
"ENSG00000009724","MASP2","ENSG00000009724","10747",135,76,99,63,19,24
"ENSG00000009765","IYD","ENSG00000009765","389434",2,3,4,0,4,6
"ENSG00000009780","FAM76A","ENSG00000009780","199870",299,382,209,196,157,184
"ENSG00000009790","TRAF3IP3","ENSG00000009790","80342",35,36,30,0,5,0
"ENSG00000009830","POMT2","ENSG00000009830","29954",606,688,512,2239,2112,1762
"ENSG00000009844","VTA1","ENSG00000009844","51534",821,1341,731,1262,1398,1811
"ENSG00000009950","MLXIPL","ENSG00000009950","51085",98,85,87,132,164,170
"ENSG00000009954","BAZ1B","ENSG00000009954","9031",2950,3140,2743,5084,7075,5582
"ENSG00000010017","RANBP9","ENSG00000010017","10048",454,488,327,709,642,690
"ENSG00000010030","ETV7","ENSG00000010030","51513",315,346,171,4,6,2
"ENSG00000010072","SPRTN","ENSG00000010072","83932",671,821,559,528,697,677
"ENSG00000010165","METTL13","ENSG00000010165","51603",779,1155,655,1657,2511,2192
"ENSG00000010219","DYRK4","ENSG00000010219","8798",525,749,432,323,260,419
"ENSG00000010244","ZNF207","ENSG00000010244","7756",5883,8604,5199,5084,4341,5171
"ENSG00000010256","UQCRC1","ENSG00000010256","7384",1613,3260,1618,5063,5800,6104
"ENSG00000010270","STARD3NL","ENSG00000010270","83930",1062,1556,769,1488,1563,1676
"ENSG00000010278","CD9","ENSG00000010278","928",1016,1742,893,5008,3562,4745
"ENSG00000010282","HHATL","ENSG00000010282","57467",5,8,6,1,1,0
"ENSG00000010292","NCAPD2","ENSG00000010292","9918",1490,1782,1528,6627,8252,7747
"ENSG00000010295","IFFO1","ENSG00000010295","25900",99,97,74,107,65,67
"ENSG00000010310","GIPR","ENSG00000010310","2696",635,476,377,122,105,109
"ENSG00000010318","PHF7","ENSG00000010318","51533",79,55,45,126,125,131
"ENSG00000010319","SEMA3G","ENSG00000010319","56920",6,10,11,16,41,23
"ENSG00000010322","NISCH","ENSG00000010322","11188",1875,1917,1605,1667,1857,1442
"ENSG00000010327","STAB1","ENSG00000010327","23166",14,8,10,3,6,1
"ENSG00000010361","FUZ","ENSG00000010361","80199",220,373,208,340,467,433
"ENSG00000010379","SLC6A13","ENSG00000010379","6540",158,154,107,8,2,7
"ENSG00000010404","IDS","ENSG00000010404","3423",241,207,219,459,528,398
"ENSG00000010438","PRSS3","ENSG00000010438","5646",44,31,28,48,54,83
"ENSG00000010539","ZNF200","ENSG00000010539","7752",1421,1563,1079,223,382,284
"ENSG00000010610","CD4","ENSG00000010610","920",13,10,19,27,26,24
"ENSG00000010626","LRRC23","ENSG00000010626","10233",309,272,233,450,459,515
"ENSG00000010671","BTK","ENSG00000010671","695",24,21,22,1,2,1
"ENSG00000010704","HFE","ENSG00000010704","3077",220,225,199,878,841,913
"ENSG00000010803","SCMH1","ENSG00000010803","22955",598,537,463,810,512,668
"ENSG00000010810","FYN","ENSG00000010810","2534",2123,2614,1769,231,275,239
"ENSG00000010818","HIVEP2","ENSG00000010818","3097",1965,1598,1598,624,436,536
"ENSG00000010932","FMO1","ENSG00000010932","2326",0,5,15,2,4,3
"ENSG00000011007","ELOA","ENSG00000011007","6924",1080,1502,1049,807,915,833
"ENSG00000011009","LYPLA2","ENSG00000011009","11313",808,1590,908,984,1310,1195
"ENSG00000011021","CLCN6","ENSG00000011021","1185",806,756,713,831,668,632
"ENSG00000011028","MRC2","ENSG00000011028","9902",1439,1089,986,8284,9415,6959
"ENSG00000011083","SLC6A7","ENSG00000011083","6534",39,49,41,0,0,0
"ENSG00000011105","TSPAN9","ENSG00000011105","10867",1073,1164,813,1271,1242,1173
"ENSG00000011114","BTBD7","ENSG00000011114","55727",1429,1273,1097,1310,1153,1022
"ENSG00000011132","APBA3","ENSG00000011132","9546",1416,2166,1366,358,505,386
"ENSG00000011143","MKS1","ENSG00000011143","54903",720,1027,612,391,480,492
"ENSG00000011198","ABHD5","ENSG00000011198","51099",529,552,315,294,312,369
"ENSG00000011201","ANOS1","ENSG00000011201","3730",0,5,0,0,5,2
"ENSG00000011243","AKAP8L","ENSG00000011243","26993",2473,3673,2358,706,872,793
"ENSG00000011258","MBTD1","ENSG00000011258","54799",938,821,647,794,717,720
"ENSG00000011260","UTP18","ENSG00000011260","51096",684,1283,687,2263,4232,3200
"ENSG00000011275","RNF216","ENSG00000011275","54476",1263,1588,1340,2033,2594,2121
"ENSG00000011295","TTC19","ENSG00000011295","54902",2084,2156,1357,2539,2993,2185
"ENSG00000011304","PTBP1","ENSG00000011304","5725",4247,5193,3935,11974,11781,13128
"ENSG00000011332","DPF1","ENSG00000011332","8193",688,885,625,170,213,168
"ENSG00000011347","SYT7","ENSG00000011347","9066",30,30,26,62,60,67
"ENSG00000011376","LARS2","ENSG00000011376","23395",384,443,314,808,1003,890
"ENSG00000011405","PIK3C2A","ENSG00000011405","5286",2118,1772,1482,1858,1940,2089
"ENSG00000011422","PLAUR","ENSG00000011422","5329",6228,10062,5769,1425,1290,1048
"ENSG00000011426","ANLN","ENSG00000011426","54443",1258,1501,1002,5011,5606,5795
"ENSG00000011451","WIZ","ENSG00000011451","58525",1157,1205,1042,1478,1369,1268
"ENSG00000011454","RABGAP1","ENSG00000011454","23637",1586,1609,1223,1573,1659,1641
"ENSG00000011465","DCN","ENSG00000011465","1634",2,3,6,5,9,8
"ENSG00000011478","QPCTL","ENSG00000011478","54814",462,486,333,761,895,692
"ENSG00000011485","PPP5C","ENSG00000011485","5536",1771,2820,1839,2812,3057,3327
"ENSG00000011523","CEP68","ENSG00000011523","23177",1688,1355,1076,902,1016,909
"ENSG00000011566","MAP4K3","ENSG00000011566","8491",1402,1514,979,1299,1380,1318
"ENSG00000011590","ZBTB32","ENSG00000011590","27033",148,199,136,29,20,17
"ENSG00000011600","TYROBP","ENSG00000011600","7305",0,3,0,0,0,0
"ENSG00000011638","LDAF1","ENSG00000011638","57146",888,1219,695,437,369,358
"ENSG00000011677","GABRA3","ENSG00000011677","2556",84,112,66,114,68,99
"ENSG00000012048","BRCA1","ENSG00000012048","672",536,580,479,2037,2809,2552
"ENSG00000012061","ERCC1","ENSG00000012061","2067",1662,2671,1479,2251,3386,2803
"ENSG00000012124","CD22","ENSG00000012124","933",58,24,24,9,5,3
"ENSG00000012171","SEMA3B","ENSG00000012171","7869",542,654,518,1233,2110,1514
"ENSG00000012174","MBTPS2","ENSG00000012174","51360",382,472,351,1815,2574,2099
"ENSG00000012211","PRICKLE3","ENSG00000012211","4007",1151,1565,1096,371,432,491
"ENSG00000012223","LTF","ENSG00000012223","4057",2,3,0,0,0,0
"ENSG00000012232","EXTL3","ENSG00000012232","2137",931,1037,781,1843,1955,1667
"ENSG00000012504","NR1H4","ENSG00000012504","9971",71,76,32,9,31,31
"ENSG00000012660","ELOVL5","ENSG00000012660","60481",2017,1787,1257,4133,3502,4627
"ENSG00000012779","ALOX5","ENSG00000012779","240",18,10,7,10,13,12
"ENSG00000012817","KDM5D","ENSG00000012817","8284",809,840,749,898,955,803
"ENSG00000012822","CALCOCO1","ENSG00000012822","57658",2051,1901,1605,1333,869,1198
"ENSG00000012963","UBR7","ENSG00000012963","55148",535,632,377,891,1028,1055
"ENSG00000012983","MAP4K5","ENSG00000012983","11183",1879,2170,1424,1447,1470,1439
"ENSG00000013016","EHD3","ENSG00000013016","30845",326,292,296,809,980,964
"ENSG00000013275","PSMC4","ENSG00000013275","5704",7367,14921,7541,5187,5305,7140
"ENSG00000013288","MAN2B2","ENSG00000013288","23324",409,332,325,1317,978,1019
"ENSG00000013293","SLC7A14","ENSG00000013293","57709",0,5,5,1,1,3
"ENSG00000013297","CLDN11","ENSG00000013297","5010",71,78,77,67,47,61
"ENSG00000013306","SLC25A39","ENSG00000013306","51629",1561,2609,1562,3321,5913,4354
"ENSG00000013364","MVP","ENSG00000013364","9961",1847,2361,1677,7393,7121,6500
"ENSG00000013374","NUB1","ENSG00000013374","51667",1977,2403,1565,1984,1898,2353
"ENSG00000013375","PGM3","ENSG00000013375","5238",933,1221,767,834,790,901
"ENSG00000013392","RWDD2A","ENSG00000013392","112611",247,383,244,156,151,224
"ENSG00000013441","CLK1","ENSG00000013441","1195",4774,8003,4516,731,979,1095
"ENSG00000013503","POLR3B","ENSG00000013503","55703",159,255,172,238,403,341
"ENSG00000013523","ANGEL1","ENSG00000013523","23357",339,358,291,949,1148,942
