"GeneID","SYMBOL","ENSEMBL","ENTREZID","ZIKV_1","ZIKV_2","ZIKV_3","Control_1","Control_2","Control_3"
"ENSG00000160404","TOR2A","ENSG00000160404","27433",206,294,188,219,279,226
"ENSG00000160408","ST6GALNAC6","ENSG00000160408","30815",20,25,33,19,14,11
"ENSG00000160410","SHKBP1","ENSG00000160410","92799",3075,4141,2894,4518,5322,4912
"ENSG00000160439","RDH13","ENSG00000160439","112724",560,465,394,364,412,338
"ENSG00000160445","ZER1","ENSG00000160445","10444",928,872,717,1176,1147,952
"ENSG00000160446","ZDHHC12","ENSG00000160446","84885",151,243,137,1026,1883,1153
"ENSG00000160447","PKN3","ENSG00000160447","29941",348,454,367,1180,1721,1334
"ENSG00000160460","SPTBN4","ENSG00000160460","57731",179,206,141,163,260,221
"ENSG00000160469","BRSK1","ENSG00000160469","84446",1505,1715,1305,265,345,316
"ENSG00000160471","COX6B2","ENSG00000160471","125965",220,164,135,99,65,77
"ENSG00000160472","TMEM190","ENSG00000160472","147744",63,33,40,32,12,27
"ENSG00000160505","NLRP4","ENSG00000160505","147945",3,1,4,0,2,0
"ENSG00000160539","PLPP7","ENSG00000160539","84814",1,3,2,4,6,2
"ENSG00000160551","TAOK1","ENSG00000160551","57551",4591,3985,3485,4620,4351,4340
"ENSG00000160563","MED27","ENSG00000160563","9442",514,734,382,478,757,600
"ENSG00000160570","DEDD2","ENSG00000160570","162989",1916,3010,1532,1461,1794,1773
"ENSG00000160584","SIK3","ENSG00000160584","23387",906,813,645,708,603,587
"ENSG00000160588","MPZL3","ENSG00000160588","196264",67,90,64,19,25,24
"ENSG00000160593","JAML","ENSG00000160593","120425",2,3,0,0,0,0
"ENSG00000160602","NEK8","ENSG00000160602","284086",262,212,191,167,215,201
"ENSG00000160606","TLCD1","ENSG00000160606","116238",62,152,105,411,443,534
"ENSG00000160613","PCSK7","ENSG00000160613","9159",1084,770,936,518,673,494
"ENSG00000160633","SAFB","ENSG00000160633","6294",3331,4926,3396,3012,4262,3361
"ENSG00000160654","CD3G","ENSG00000160654","917",0,0,0,1,0,1
"ENSG00000160678","S100A1","ENSG00000160678","6271",164,139,150,11,27,19
"ENSG00000160679","CHTOP","ENSG00000160679","26097",1972,3269,2076,2265,2608,2391
"ENSG00000160683","CXCR5","ENSG00000160683","643",1,1,1,0,2,0
"ENSG00000160685","ZBTB7B","ENSG00000160685","51043",1633,2183,1464,1519,2098,1842
"ENSG00000160688","FLAD1","ENSG00000160688","80308",1478,2438,1409,990,1234,1375
"ENSG00000160691","SHC1","ENSG00000160691","6464",3135,3864,2918,7689,8099,9539
"ENSG00000160695","VPS11","ENSG00000160695","55823",424,488,361,573,442,564
"ENSG00000160703","NLRX1","ENSG00000160703","79671",772,805,650,1060,1291,996
"ENSG00000160710","ADAR","ENSG00000160710","103",10199,10368,9555,8025,8271,7735
"ENSG00000160712","IL6R","ENSG00000160712","3570",361,278,223,182,197,161
"ENSG00000160714","UBE2Q1","ENSG00000160714","55585",1221,2106,1235,1655,1750,1917
"ENSG00000160716","CHRNB2","ENSG00000160716","1141",29,37,31,19,22,14
"ENSG00000160741","CRTC2","ENSG00000160741","200186",1853,2296,1609,1083,675,943
"ENSG00000160746","ANO10","ENSG00000160746","55129",240,273,175,1093,1106,1153
"ENSG00000160752","FDPS","ENSG00000160752","2224",399,619,398,874,1932,1274
"ENSG00000160753","RUSC1","ENSG00000160753","23623",356,668,367,1278,1884,1563
"ENSG00000160767","ENTREP3","ENSG00000160767","10712",381,638,424,1381,1925,1359
"ENSG00000160781","PAQR6","ENSG00000160781","79957",291,190,218,482,292,344
"ENSG00000160783","PMF1","ENSG00000160783","11243",117,157,115,309,576,393
"ENSG00000160785","SLC25A44","ENSG00000160785","9673",1988,1985,1600,1077,1078,1126
"ENSG00000160789","LMNA","ENSG00000160789","4000",9641,14885,8523,13355,20272,13705
"ENSG00000160796","NBEAL2","ENSG00000160796","23218",574,450,505,3246,3652,2551
"ENSG00000160799","CCDC12","ENSG00000160799","151903",711,1724,802,736,873,895
"ENSG00000160801","PTH1R","ENSG00000160801","5745",5,7,8,14,12,20
"ENSG00000160803","UBQLN4","ENSG00000160803","56893",2860,3056,2349,2186,1977,2434
"ENSG00000160808","MYL3","ENSG00000160808","4634",0,1,1,0,1,3
"ENSG00000160813","PPP1R35","ENSG00000160813","221908",260,655,273,290,799,444
"ENSG00000160818","GPATCH4","ENSG00000160818","54865",1841,3118,2191,1301,1657,1885
"ENSG00000160838","LRRC71","ENSG00000160838","149499",33,25,27,22,23,11
"ENSG00000160862","AZGP1","ENSG00000160862","563",2,0,1,1,2,1
"ENSG00000160867","FGFR4","ENSG00000160867","2264",147,174,126,1254,2466,1787
"ENSG00000160868","CYP3A4","ENSG00000160868","1576",24,15,12,9,2,8
"ENSG00000160870","CYP3A7","ENSG00000160870","1551",7,0,1,3,1,5
"ENSG00000160877","NACC1","ENSG00000160877","112939",1456,1516,1349,2038,2240,1932
"ENSG00000160882","CYP11B1","ENSG00000160882","1584",5,0,0,0,0,0
"ENSG00000160883","HK3","ENSG00000160883","3101",12,12,13,2,5,4
"ENSG00000160886","LY6K","ENSG00000160886","54742",108,136,104,6,9,12
"ENSG00000160888","IER2","ENSG00000160888","9592",5156,9449,4516,919,661,1027
"ENSG00000160908","ZNF394","ENSG00000160908","84124",1814,1835,1384,509,760,580
"ENSG00000160917","CPSF4","ENSG00000160917","10898",799,927,628,1072,1158,1154
"ENSG00000160932","LY6E","ENSG00000160932","4061",340,807,395,3209,5486,3750
"ENSG00000160948","VPS28","ENSG00000160948","51160",1266,2847,1626,1997,2058,2073
"ENSG00000160949","TONSL","ENSG00000160949","4796",320,381,301,1146,2108,1614
"ENSG00000160951","PTGER1","ENSG00000160951","5731",15,13,21,6,21,3
"ENSG00000160953","PWWP3A","ENSG00000160953","84939",168,232,204,1043,1547,1036
"ENSG00000160957","RECQL4","ENSG00000160957","9401",578,794,557,1653,3057,2259
"ENSG00000160959","LRRC14","ENSG00000160959","9684",1021,1311,1067,1058,1581,1049
"ENSG00000160961","ZNF333","ENSG00000160961","84449",433,477,314,259,209,220
"ENSG00000160963","COL26A1","ENSG00000160963","136227",78,76,53,79,147,106
"ENSG00000160972","PPP1R16A","ENSG00000160972","84988",811,1516,799,776,1186,964
"ENSG00000160973","FOXH1","ENSG00000160973","8928",46,76,40,8,7,14
"ENSG00000160991","ORAI2","ENSG00000160991","80228",726,606,539,3000,2608,2127
"ENSG00000160993","ALKBH4","ENSG00000160993","54784",282,498,227,294,588,366
"ENSG00000160999","SH2B2","ENSG00000160999","10603",24,35,21,119,219,143
"ENSG00000161010","MRNIP","ENSG00000161010","51149",2624,1859,2106,1044,1042,1062
"ENSG00000161011","SQSTM1","ENSG00000161011","8878",14861,18884,12427,11257,20933,13946
"ENSG00000161013","MGAT4B","ENSG00000161013","11282",1394,2304,1535,5418,6507,4678
"ENSG00000161016","RPL8","ENSG00000161016","6132",16163,37398,15936,60603,61097,79021
"ENSG00000161021","MAML1","ENSG00000161021","9794",2013,2086,1761,1710,1556,1604
"ENSG00000161031","PGLYRP2","ENSG00000161031","114770",3,6,4,0,0,0
"ENSG00000161036","LRWD1","ENSG00000161036","222229",578,906,568,908,1491,1070
"ENSG00000161040","FBXL13","ENSG00000161040","222235",27,15,16,19,18,11
"ENSG00000161048","NAPEPLD","ENSG00000161048","222236",497,622,434,422,610,512
"ENSG00000161055","SCGB3A1","ENSG00000161055","92304",1,4,6,0,0,0
"ENSG00000161057","PSMC2","ENSG00000161057","5701",1344,2815,1396,2756,3765,3802
"ENSG00000161082","CELF5","ENSG00000161082","60680",107,120,75,77,57,72
"ENSG00000161091","MFSD12","ENSG00000161091","126321",1937,1963,1358,2592,2864,1847
"ENSG00000161132","PRODHLP","ENSG00000161132","440792",16,14,13,9,6,6
"ENSG00000161133","USP41P","ENSG00000161133","373856",1,0,3,0,0,0
"ENSG00000161179","YDJC","ENSG00000161179","150223",549,1200,575,992,2397,1301
"ENSG00000161180","CCDC116","ENSG00000161180","164592",18,10,10,6,6,5
"ENSG00000161202","DVL3","ENSG00000161202","1857",1617,1675,1448,2007,1559,1794
"ENSG00000161203","AP2M1","ENSG00000161203","1173",3209,4876,2913,9007,6357,9235
"ENSG00000161204","ABCF3","ENSG00000161204","55324",1193,1796,1206,955,1402,1286
"ENSG00000161217","PCYT1A","ENSG00000161217","5130",1305,1555,1091,1007,1198,961
"ENSG00000161243","FBXO27","ENSG00000161243","126433",41,89,50,90,188,179
"ENSG00000161249","DMKN","ENSG00000161249","93099",1254,1822,1370,327,473,629
"ENSG00000161265","U2AF1L4","ENSG00000161265","199746",98,234,133,52,64,69
"ENSG00000161267","BDH1","ENSG00000161267","622",64,72,58,103,125,107
"ENSG00000161270","NPHS1","ENSG00000161270","4868",396,372,290,24,15,18
"ENSG00000161277","THAP8","ENSG00000161277","199745",131,142,103,202,193,198
"ENSG00000161281","COX7A1","ENSG00000161281","1346",24,18,32,11,14,10
"ENSG00000161298","ZNF382","ENSG00000161298","84911",82,99,64,2,5,8
"ENSG00000161328","LRRC56","ENSG00000161328","115399",176,128,94,104,97,92
"ENSG00000161381","PLXDC1","ENSG00000161381","57125",39,29,22,14,12,10
"ENSG00000161395","PGAP3","ENSG00000161395","93210",113,111,93,560,572,503
"ENSG00000161405","IKZF3","ENSG00000161405","22806",30,26,24,0,0,2
"ENSG00000161509","GRIN2C","ENSG00000161509","2905",134,65,78,60,60,22
"ENSG00000161513","FDXR","ENSG00000161513","2232",1096,1604,899,1609,3862,2373
"ENSG00000161526","SAP30BP","ENSG00000161526","29115",2812,4400,2609,1955,2747,2484
"ENSG00000161533","ACOX1","ENSG00000161533","51",2423,2007,1561,1253,1327,1080
"ENSG00000161542","PRPSAP1","ENSG00000161542","5635",767,1262,707,1967,2222,2176
"ENSG00000161544","CYGB","ENSG00000161544","114757",22,14,17,16,19,22
"ENSG00000161547","SRSF2","ENSG00000161547","6427",3644,7403,3234,4718,7573,5987
"ENSG00000161551","ZNF577","ENSG00000161551","84765",11,14,12,7,10,6
"ENSG00000161558","TMEM143","ENSG00000161558","55260",120,120,84,293,312,326
"ENSG00000161594","KLHL10","ENSG00000161594","317719",7,9,9,1,3,2
"ENSG00000161609","KASH5","ENSG00000161609","147872",0,1,4,1,3,2
"ENSG00000161610","HCRT","ENSG00000161610","3060",9,35,10,2,8,2
"ENSG00000161618","ALDH16A1","ENSG00000161618","126133",169,232,162,713,1771,836
"ENSG00000161634","DCD","ENSG00000161634","117159",0,0,1,0,0,0
"ENSG00000161638","ITGA5","ENSG00000161638","3678",7255,8481,7248,2878,2079,2092
"ENSG00000161640","SIGLEC11","ENSG00000161640","114132",8,8,7,0,0,0
"ENSG00000161642","ZNF385A","ENSG00000161642","25946",1035,890,759,461,349,426
"ENSG00000161643","SIGLEC16","ENSG00000161643","400709",21,11,16,4,3,0
"ENSG00000161647","MPP3","ENSG00000161647","4356",279,331,303,626,869,735
"ENSG00000161649","CD300LG","ENSG00000161649","146894",7,13,6,0,0,0
"ENSG00000161652","IZUMO2","ENSG00000161652","126123",3,4,5,0,1,0
"ENSG00000161653","NAGS","ENSG00000161653","162417",51,76,45,40,58,60
"ENSG00000161654","LSM12","ENSG00000161654","124801",959,1333,883,924,572,1040
"ENSG00000161664","ASB16","ENSG00000161664","92591",98,44,60,55,41,43
"ENSG00000161671","EMC10","ENSG00000161671","284361",1462,1862,1409,2251,2305,2743
"ENSG00000161677","JOSD2","ENSG00000161677","126119",786,1403,644,1277,1942,1197
"ENSG00000161681","SHANK1","ENSG00000161681","50944",51,40,50,6,10,2
"ENSG00000161682","FAM171A2","ENSG00000161682","284069",84,97,80,639,1025,511
"ENSG00000161692","DBF4B","ENSG00000161692","80174",1108,1123,909,871,1186,1185
"ENSG00000161714","PLCD3","ENSG00000161714","113026",2042,2334,1766,4478,5082,4685
"ENSG00000161791","FMNL3","ENSG00000161791","91010",1020,880,815,250,301,214
"ENSG00000161798","AQP5","ENSG00000161798","362",1,2,3,1,1,0
"ENSG00000161800","RACGAP1","ENSG00000161800","29127",1134,1783,1078,2689,4236,3637
"ENSG00000161813","LARP4","ENSG00000161813","113251",2652,3071,2160,2084,2653,2656
"ENSG00000161835","TAMALIN","ENSG00000161835","160622",96,61,41,29,37,12
"ENSG00000161847","RAVER1","ENSG00000161847","125950",513,464,566,593,1155,563
"ENSG00000161849","KRT84","ENSG00000161849","3890",0,4,2,0,1,2
"ENSG00000161850","KRT82","ENSG00000161850","3888",6,2,2,0,0,0
"ENSG00000161860","SYCE2","ENSG00000161860","256126",150,121,99,19,16,20
"ENSG00000161888","SPC24","ENSG00000161888","147841",97,126,78,621,777,679
"ENSG00000161896","IP6K3","ENSG00000161896","117283",24,36,14,1,2,0
"ENSG00000161904","LEMD2","ENSG00000161904","221496",1429,1687,1142,1742,3109,2004
"ENSG00000161905","ALOX15","ENSG00000161905","246",47,20,18,1,1,0
"ENSG00000161911","TREML1","ENSG00000161911","340205",0,1,0,0,1,0
"ENSG00000161914","ZNF653","ENSG00000161914","115950",81,139,68,134,182,165
"ENSG00000161920","MED11","ENSG00000161920","400569",119,247,105,230,605,330
"ENSG00000161921","CXCL16","ENSG00000161921","58191",458,555,397,718,614,558
"ENSG00000161929","SCIMP","ENSG00000161929","388325",12,7,3,4,2,1
"ENSG00000161940","BCL6B","ENSG00000161940","255877",46,39,25,2,6,3
"ENSG00000161944","ASGR2","ENSG00000161944","433",0,4,1,0,4,3
"ENSG00000161955","TNFSF13","ENSG00000161955","8741",230,374,195,34,24,42
"ENSG00000161956","SENP3","ENSG00000161956","26168",941,1518,974,829,1308,1010
"ENSG00000161958","FGF11","ENSG00000161958","2256",15,3,17,4,6,4
"ENSG00000161960","EIF4A1","ENSG00000161960","1973",563,895,904,363,338,243
"ENSG00000161970","RPL26","ENSG00000161970","6154",996,2006,1004,1268,2755,1651
"ENSG00000161973","CCDC42","ENSG00000161973","146849",7,11,8,0,0,2
"ENSG00000161980","POLR3K","ENSG00000161980","51728",133,392,159,611,1635,1148
"ENSG00000161981","SNRNP25","ENSG00000161981","79622",184,393,201,792,1721,1396
"ENSG00000161992","PRR35","ENSG00000161992","146325",4,10,9,7,13,0
"ENSG00000161996","WDR90","ENSG00000161996","197335",735,689,750,843,1640,905
"ENSG00000161999","JMJD8","ENSG00000161999","339123",356,496,346,734,1206,782
"ENSG00000162004","CCDC78","ENSG00000162004","124093",125,180,160,220,407,343
"ENSG00000162006","MSLNL","ENSG00000162006","401827",4,5,7,2,2,4
"ENSG00000162009","SSTR5","ENSG00000162009","6755",5,4,1,1,2,10
"ENSG00000162032","SPSB3","ENSG00000162032","90864",31,21,18,7,9,7
"ENSG00000162039","MEIOB","ENSG00000162039","254528",48,49,29,61,66,60
"ENSG00000162040","HS3ST6","ENSG00000162040","64711",13,51,23,139,220,134
"ENSG00000162062","TEDC2","ENSG00000162062","80178",143,336,173,422,826,732
"ENSG00000162063","CCNF","ENSG00000162063","899",214,280,247,852,1468,959
"ENSG00000162065","TBC1D24","ENSG00000162065","57465",298,308,253,411,552,369
"ENSG00000162066","AMDHD2","ENSG00000162066","51005",93,167,105,237,463,252
"ENSG00000162068","NTN3","ENSG00000162068","4917",22,14,20,10,29,12
"ENSG00000162069","BICDL2","ENSG00000162069","146439",42,39,41,5,1,1
"ENSG00000162073","PAQR4","ENSG00000162073","124222",72,128,59,583,740,563
"ENSG00000162076","FLYWCH2","ENSG00000162076","114984",299,505,245,870,935,960
"ENSG00000162078","ZG16B","ENSG00000162078","124220",12,11,6,34,16,21
"ENSG00000162086","ZNF75A","ENSG00000162086","7627",796,861,640,261,239,308
"ENSG00000162104","ADCY9","ENSG00000162104","115",332,275,280,1399,1067,862
"ENSG00000162105","SHANK2","ENSG00000162105","22941",511,287,374,1611,1221,1197
"ENSG00000162129","CLPB","ENSG00000162129","81570",466,548,416,967,1126,1024
"ENSG00000162139","NEU3","ENSG00000162139","10825",1001,880,746,475,484,456
"ENSG00000162144","CYB561A3","ENSG00000162144","220002",475,599,378,1156,1802,1228
"ENSG00000162148","SAXO4","ENSG00000162148","220004",123,152,98,39,40,29
"ENSG00000162174","ASRGL1","ENSG00000162174","80150",40,66,38,152,241,239
"ENSG00000162188","GNG3","ENSG00000162188","2785",21,11,10,10,7,4
"ENSG00000162191","UBXN1","ENSG00000162191","51035",2914,6337,3179,2625,3111,3113
"ENSG00000162194","LBHD1","ENSG00000162194","79081",216,149,133,62,77,57
"ENSG00000162222","TTC9C","ENSG00000162222","283237",1505,2215,1358,430,434,608
"ENSG00000162227","TAF6L","ENSG00000162227","10629",171,277,160,297,608,372
"ENSG00000162231","NXF1","ENSG00000162231","10482",5428,4809,3434,1549,1673,1469
"ENSG00000162236","STX5","ENSG00000162236","6811",1085,1288,834,1008,913,1124
"ENSG00000162241","SLC25A45","ENSG00000162241","283130",185,171,142,277,232,193
"ENSG00000162244","RPL29","ENSG00000162244","6159",3516,8329,3733,11968,4331,17308
"ENSG00000162267","ITIH3","ENSG00000162267","3699",4,3,8,2,2,2
"ENSG00000162298","SYVN1","ENSG00000162298","84447",1631,2014,1791,1514,1449,1460
"ENSG00000162300","ZFPL1","ENSG00000162300","7542",248,632,325,161,207,165
"ENSG00000162302","RPS6KA4","ENSG00000162302","8986",1006,1440,935,2104,3512,2401
"ENSG00000162337","LRP5","ENSG00000162337","4041",698,679,643,4721,5409,4552
"ENSG00000162341","TPCN2","ENSG00000162341","219931",178,236,185,394,679,484
"ENSG00000162344","FGF19","ENSG00000162344","9965",20,34,16,8,8,5
"ENSG00000162365","CYP4A22","ENSG00000162365","284541",1,1,0,0,0,1
"ENSG00000162366","PDZK1IP1","ENSG00000162366","10158",82,155,65,295,195,213
"ENSG00000162367","TAL1","ENSG00000162367","6886",0,6,3,2,1,0
"ENSG00000162368","CMPK1","ENSG00000162368","51727",807,1118,622,2911,3522,3163
"ENSG00000162373","BEND5","ENSG00000162373","79656",3,4,3,1,4,0
"ENSG00000162374","ELAVL4","ENSG00000162374","1996",3,1,14,0,6,1
"ENSG00000162377","COA7","ENSG00000162377","65260",564,710,457,653,857,909
"ENSG00000162378","ZYG11B","ENSG00000162378","79699",866,648,584,1065,986,811
"ENSG00000162383","SLC1A7","ENSG00000162383","6512",4,0,0,4,3,6
"ENSG00000162384","CZIB","ENSG00000162384","54987",358,683,319,678,779,914
"ENSG00000162385","MAGOH","ENSG00000162385","4116",725,1282,654,581,544,817
"ENSG00000162390","ACOT11","ENSG00000162390","26027",17,23,10,79,101,87
"ENSG00000162391","FAM151A","ENSG00000162391","338094",2,0,0,6,5,4
"ENSG00000162396","PARS2","ENSG00000162396","25973",208,319,191,87,170,171
"ENSG00000162398","CIMAP2","ENSG00000162398","163747",1,0,0,0,0,0
"ENSG00000162399","BSND","ENSG00000162399","7809",0,1,1,0,0,0
"ENSG00000162402","USP24","ENSG00000162402","23358",1927,1873,1616,2498,2934,2516
"ENSG00000162407","PLPP3","ENSG00000162407","8613",272,399,318,715,669,658
"ENSG00000162408","NOL9","ENSG00000162408","79707",1134,933,825,636,646,415
"ENSG00000162409","PRKAA2","ENSG00000162409","5563",646,594,493,958,946,884
"ENSG00000162413","KLHL21","ENSG00000162413","9903",2394,2361,1672,806,831,701
"ENSG00000162415","ZSWIM5","ENSG00000162415","57643",154,126,104,145,113,100
"ENSG00000162419","GMEB1","ENSG00000162419","10691",293,352,277,394,293,316
"ENSG00000162426","SLC45A1","ENSG00000162426","50651",39,42,51,214,245,238
"ENSG00000162430","SELENON","ENSG00000162430","57190",286,212,245,2729,2188,2104
"ENSG00000162433","AK4","ENSG00000162433","205",429,525,305,519,479,635
"ENSG00000162434","JAK1","ENSG00000162434","3716",2794,3146,2650,9318,8732,8644
"ENSG00000162437","RAVER2","ENSG00000162437","55225",184,217,171,648,566,637
"ENSG00000162438","CTRC","ENSG00000162438","11330",56,29,30,13,4,4
"ENSG00000162441","LZIC","ENSG00000162441","84328",619,753,558,632,835,764
"ENSG00000162444","RBP7","ENSG00000162444","116362",10,20,7,17,23,35
"ENSG00000162456","KNCN","ENSG00000162456","148930",0,1,0,2,0,0
"ENSG00000162458","FBLIM1","ENSG00000162458","54751",762,1037,732,1734,2161,1653
"ENSG00000162460","TMEM82","ENSG00000162460","388595",11,1,3,0,1,0
"ENSG00000162461","SLC25A34","ENSG00000162461","284723",55,46,40,11,14,22
"ENSG00000162482","AKR7A3","ENSG00000162482","22977",1,1,1,10,11,10
"ENSG00000162490","DRAXIN","ENSG00000162490","374946",13,7,9,2,7,1
"ENSG00000162493","PDPN","ENSG00000162493","10630",4,2,2,1,2,1
"ENSG00000162494","LRRC38","ENSG00000162494","126755",18,16,6,3,1,5
"ENSG00000162496","DHRS3","ENSG00000162496","9249",925,1395,720,6172,4202,3881
"ENSG00000162510","MATN1","ENSG00000162510","4146",632,811,495,11,7,7
"ENSG00000162511","LAPTM5","ENSG00000162511","7805",109,86,63,5,4,4
"ENSG00000162512","SDC3","ENSG00000162512","9672",442,397,372,1544,1369,1291
"ENSG00000162517","PEF1","ENSG00000162517","553115",517,774,399,707,1196,969
"ENSG00000162520","SYNC","ENSG00000162520","81493",80,67,48,198,245,189
"ENSG00000162521","RBBP4","ENSG00000162521","5928",1650,1538,1205,2633,3259,2798
"ENSG00000162522","NHSL3","ENSG00000162522","57648",1257,1274,1105,3196,2741,2727
"ENSG00000162526","TSSK3","ENSG00000162526","81629",29,26,23,3,5,2
"ENSG00000162542","TMCO4","ENSG00000162542","255104",94,89,71,295,366,301
"ENSG00000162543","UBXN10","ENSG00000162543","127733",1,0,1,2,4,2
"ENSG00000162545","CAMK2N1","ENSG00000162545","55450",979,1570,852,3533,3163,2723
"ENSG00000162551","ALPL","ENSG00000162551","249",29,32,26,19,13,7
"ENSG00000162552","WNT4","ENSG00000162552","54361",26,45,37,31,33,44
"ENSG00000162571","TTLL10","ENSG00000162571","254173",9,1,7,1,0,0
"ENSG00000162572","SCNN1D","ENSG00000162572","6339",145,137,134,189,214,207
"ENSG00000162576","MXRA8","ENSG00000162576","54587",224,217,230,191,265,177
"ENSG00000162585","FAAP20","ENSG00000162585","199990",479,694,435,754,1394,809
"ENSG00000162591","MEGF6","ENSG00000162591","1953",153,94,111,1179,1277,731
"ENSG00000162592","CCDC27","ENSG00000162592","148870",4,0,8,2,6,2
"ENSG00000162594","IL23R","ENSG00000162594","149233",0,2,3,0,0,0
"ENSG00000162595","DIRAS3","ENSG00000162595","9077",15,20,17,21,81,81
"ENSG00000162599","NFIA","ENSG00000162599","4774",397,424,286,967,690,677
"ENSG00000162600","OMA1","ENSG00000162600","115209",37,57,36,194,195,267
"ENSG00000162601","MYSM1","ENSG00000162601","114803",2011,1842,1357,769,771,759
"ENSG00000162604","TM2D1","ENSG00000162604","83941",713,865,614,490,600,509
"ENSG00000162607","USP1","ENSG00000162607","7398",799,1117,728,1565,2136,1808
"ENSG00000162613","FUBP1","ENSG00000162613","8880",4184,5632,3956,4001,2672,4586
"ENSG00000162614","NEXN","ENSG00000162614","91624",206,278,186,180,127,146
"ENSG00000162616","DNAJB4","ENSG00000162616","11080",1812,2363,1374,747,960,927
"ENSG00000162618","ADGRL4","ENSG00000162618","64123",1,3,1,0,1,0
"ENSG00000162620","LRRIQ3","ENSG00000162620","127255",28,36,25,27,54,64
"ENSG00000162621","LRRC53","ENSG00000162621","105378803",1,0,0,0,0,0
"ENSG00000162623","TYW3","ENSG00000162623","127253",486,623,391,372,634,569
"ENSG00000162624","LHX8","ENSG00000162624","431707",448,794,452,496,445,473
"ENSG00000162627","SNX7","ENSG00000162627","51375",285,475,217,824,1115,926
"ENSG00000162630","B3GALT2","ENSG00000162630","8707",23,9,25,9,5,2
"ENSG00000162631","NTNG1","ENSG00000162631","22854",0,7,5,0,2,3
"ENSG00000162636","EEIG2","ENSG00000162636","284611",159,147,126,574,606,567
"ENSG00000162639","HENMT1","ENSG00000162639","113802",75,131,56,103,190,155
"ENSG00000162641","AKNAD1","ENSG00000162641","254268",20,18,10,7,0,13
"ENSG00000162642","C1orf52","ENSG00000162642","148423",1367,2322,1036,326,371,345
"ENSG00000162643","DNAI3","ENSG00000162643","126820",55,61,45,7,12,23
"ENSG00000162645","GBP2","ENSG00000162645","2634",423,613,361,173,110,126
"ENSG00000162650","ATXN7L2","ENSG00000162650","127002",90,119,79,111,130,153
"ENSG00000162654","GBP4","ENSG00000162654","115361",2211,2296,1941,10,5,3
"ENSG00000162664","ZNF326","ENSG00000162664","284695",916,1184,793,1089,1579,1428
"ENSG00000162669","HFM1","ENSG00000162669","164045",11,23,7,4,7,9
"ENSG00000162670","BRINP3","ENSG00000162670","339479",2,5,5,4,5,9
"ENSG00000162676","GFI1","ENSG00000162676","2672",25,23,15,11,8,9
"ENSG00000162687","KCNT2","ENSG00000162687","343450",457,471,353,49,72,90
"ENSG00000162688","AGL","ENSG00000162688","178",3453,3532,2466,996,1073,1019
"ENSG00000162692","VCAM1","ENSG00000162692","7412",59,70,45,8,16,4
"ENSG00000162694","EXTL2","ENSG00000162694","2135",870,1314,705,425,434,523
"ENSG00000162695","SLC30A7","ENSG00000162695","148867",2129,2135,1584,729,551,488
"ENSG00000162702","ZNF281","ENSG00000162702","23528",3635,3959,2915,3130,2996,3531
"ENSG00000162704","ARPC5","ENSG00000162704","10092",2714,3884,2264,5759,7987,6788
"ENSG00000162706","CADM3","ENSG00000162706","57863",8,7,6,8,3,4
"ENSG00000162711","NLRP3","ENSG00000162711","114548",49,79,45,1,0,1
"ENSG00000162714","ZNF496","ENSG00000162714","84838",1157,1377,1159,1745,1825,1525
"ENSG00000162722","TRIM58","ENSG00000162722","25893",2,1,0,0,1,0
"ENSG00000162723","SLAMF9","ENSG00000162723","89886",14,14,6,2,1,0
"ENSG00000162728","KCNJ9","ENSG00000162728","3765",3,0,3,1,0,1
"ENSG00000162729","IGSF8","ENSG00000162729","93185",109,204,97,692,1242,793
"ENSG00000162733","DDR2","ENSG00000162733","4921",361,286,247,44,53,43
"ENSG00000162734","PEA15","ENSG00000162734","8682",8517,14949,8694,3133,2123,2285
"ENSG00000162735","PEX19","ENSG00000162735","5824",576,871,566,656,711,904
"ENSG00000162736","NCSTN","ENSG00000162736","23385",1269,1261,1035,2101,1582,1988
"ENSG00000162738","VANGL2","ENSG00000162738","57216",1372,1440,1314,505,294,355
"ENSG00000162739","SLAMF6","ENSG00000162739","114836",0,1,0,1,0,0
"ENSG00000162745","OLFML2B","ENSG00000162745","25903",6,7,3,40,39,51
"ENSG00000162746","FCRLB","ENSG00000162746","127943",43,77,34,23,44,40
"ENSG00000162747","FCGR3B","ENSG00000162747","2215",0,4,0,0,0,0
"ENSG00000162753","SLC9C2","ENSG00000162753","284525",4,1,3,0,0,0
"ENSG00000162755","KLHDC9","ENSG00000162755","126823",87,160,92,44,73,65
"ENSG00000162757","C1orf74","ENSG00000162757","148304",268,443,249,79,144,130
"ENSG00000162761","LMX1A","ENSG00000162761","4009",0,1,0,0,0,0
"ENSG00000162769","FLVCR1","ENSG00000162769","28982",1308,1353,973,965,1089,1025
"ENSG00000162771","GARIN4","ENSG00000162771","149647",6,9,2,0,0,0
"ENSG00000162772","ATF3","ENSG00000162772","467",16317,20064,11978,223,131,110
"ENSG00000162775","RBM15","ENSG00000162775","64783",890,858,650,406,561,385
"ENSG00000162777","DENND2D","ENSG00000162777","79961",122,116,76,74,107,110
"ENSG00000162779","AXDND1","ENSG00000162779","126859",12,21,14,8,12,7
"ENSG00000162782","TDRD5","ENSG00000162782","163589",0,7,6,24,35,38
"ENSG00000162783","IER5","ENSG00000162783","51278",13385,19978,8998,1937,4908,2642
"ENSG00000162804","SNED1","ENSG00000162804","25992",148,85,115,148,93,92
